字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
X,6,"小星星","汪苏泷",,,分开,254 + 574,A - 左下单点^^^B - 右下单点,A - 左边右滑条中间^^^B - 右边单点,413,857,69 - 0.2,254,A - 左下单点,A - 左边右滑条中间,413,857,1497045,35 - 0.4
B,6,"白骑士","QQ炫舞原创",,,分开,237 + 554,A - 右边单点^^^B - 左下单点、右下单点,A - 左边长条中间^^^B - 右边长条结尾,382,770,66 + 0.0,554,B - 左下单点、右下单点,B - 右边长条结尾,382,770,1312010,33 + 0.4
B,9,"Butter Fly","和田光司",,,分开,382 + 514,A - 左下单点^^^A - 右下单点,A - 左边单点、右边长条开始^^^A - 右边长条结尾、左边右滑条中间,614,1256,81 - 0.5,507、514,A - 右边长条结尾、左边滑点,A - 右边长条中间、左下左滑条中间,614,1256,2209781,41 - 0.3
I,8,"I Want My Tears Back","NIGHT WISH",,,分开,633 + 741,B - 右下滑点^^^B - 右下滑点,B - 右下滑点^^^B - 左边滑点,520,1084,93 + 0.4,633,B - 右下滑点,B - 右下滑点,520,1084,2271345,48 - 0.4
,,"爱的就是你","刘佳",,红色,分开,192 + 373、192 + 374,A - 左边单点^^^B - 左下单点,A - 左下单点^^^B - 左下单点,248,514,64 + 0.0,373、374,B - 左下单点,B - 左下单点,248,514,1037500,32 + 0.2
,,"江南","林俊杰",,红色,分开,162 + 494,A - 左边滑点^^^B - 左边长条中间、右边单点,A - 左边单点、右边单点^^^B - 左下单点,268,586,76 - 0.2,162,A - 左边滑点,A - 左边单点、右边单点,268,586,1100691,40 + 0.1
,,"心率","鹿晗",,红色,分开,89 + 280、89 + 281,A - 左边单点^^^B - 右下单点,A - 左下单点^^^B - 左边单点,176,365,56 + 0.1,280、281,B - 右下单点,B - 左边单点,176,365,721430,28 + 0.1
B,7,"Bing Bing","Crayon Pop",,,分开,93 + 391,A - 左边单点^^^A - 右下单点,A - 左下单点^^^A - 右下单点,463,913,70 - 0.2,391,A - 右下单点,A - 右下单点,463,913,1909686,35 - 0.1
,,"千年","SING女团",,红色,分开,123 + 335,A - 左边单点、右边单点^^^B - 左边长条结尾、右边滑点,A - 右边单点^^^B - 左下单点,225,501,74 + 0.4,123、335,A - 左边单点、右边单点,A - 右边单点,225,501,1019461,37 + 0.2
G,9,"Gee","少女时代",,,分开,301 + 1165,A - 左边左滑条中间^^^B - 右边长条中间,A - 左下单点^^^B - 左边滑点、右边单点,657,1264,77 + 0.0,1165,B - 右边长条中间,B - 左边滑点、右边单点,657,1264,2000921,41 - 0.3
F,8,"Faded(困难版)","Alan Walker",,,分开,197 + 968,A - 左边右滑条开始、右边左滑条开始^^^B - 左下左滑条开始、右边左滑条开始,A - 左下左滑条中间、右边左滑条中间^^^B - 右边左滑条中间,850,1640,80 + 0.0,197,A - 左边右滑条开始、右边左滑条开始,A - 左下左滑条中间、右边左滑条中间,850,1640,2407383,41 + 0.1
,,"剩下的盛夏","TFBOYS",,红色,分开,313 + 407,B - 左边单点、右边单点^^^B - 右边滑点,B - 左边滑点^^^B - 右边长条结尾,288,529,64 - 0.5,313,B - 左边单点、右边单点,B - 左边滑点,288,529,968854,33 - 0.4
B,7,"表白","萧亚轩",,,分开,92 + 286,A - 右下单点^^^B - 右边单点,A - 左下滑点^^^B - 右下单点,286,654,65 + 0.1,286,B - 右边单点,B - 右下单点,286,654,1336021,33 - 0.4
,,"我的梦","张靓颖",,红色,分开,245 + 383,B - 左下单点^^^B - 右下单点,B - 右边滑点^^^B - 左下长条结尾、右边长条结尾,231,538,64 - 0.5,245,B - 左下单点,B - 右边滑点,231,538,1051209,34 - 0.5
W,9,"Whistle(困难版)","Flo Rida",50,,分开,398 + 559、399 + 559、400 + 559、401 + 559,A - 左下单点^^^A - 左下左滑条中间、右边单点,A - 左边单点^^^A - 右边单点,659,1469,77 + 0.4,559,A - 左下左滑条中间、右边单点,A - 右边单点,659,1469,2644284,40 + 0.2
,,"我们都一样","张杰",,,分开,286 + 609,A - 右边滑点^^^B - 右边长条中间,A - 右边长条开始^^^B - 左边单点,437,763,74 - 0.5,609,B - 右边长条中间,B - 左边单点,437,763,1423811,37 - 0.2
,,"我乐意(QQ炫舞系列主题曲)","许嵩",,,分开,185 + 455、185 + 456、185 + 455、185 + 456、186 + 455、186 + 456、186 + 455、186 + 456,A - 右边单点^^^B - 左下单点,A - 左下滑点^^^B - 右下滑点,292,602,57 - 0.2,185、455、456,A - 右边单点,A - 左下滑点,292,602,1148633,28 + 0.4
,,"全部都是你","Dragon Pig",,红色,分开,98 + 231,A - 右边单点^^^B - 左下单点、右下单点,A - 右边滑点^^^B - 左边右滑条中间,178,389,56 - 0.2,231,B - 左下单点、右下单点,B - 左边右滑条中间,178,389,788667,28 + 0.1
T,6,"Timber","Pitbull",,,分开,228 + 434、230 + 434、231 + 434,A - 右下单点^^^B - 左边单点、右下单点,A - 右下单点^^^B - 左下单点,303,653,63 + 0.3,434,B - 左边单点、右下单点,B - 左下单点,303,653,1257225,32 - 0.1
W,9,"无可取代","李雪岩",,,分开,374 + 1068,A - 右下左滑条右拐、左边单点^^^B - 左下右滑条左拐、右边单点,A - 右下单点^^^B - 左下单点,594,1355,82 + 0.4,374、1068,A - 右下左滑条右拐、左边单点,A - 右下单点,594,1355,2463777,41 + 0.2
,,"丑八怪","薛之谦",,红色,分开,407 + 536,B - 左下单点^^^B - 左边右滑条中间,B - 左边单点、右边单点^^^B - 左下长条结尾、右下单点,270,694,68 + 0.2,536,B - 左边右滑条中间,B - 左下长条结尾、右下单点,270,694,1220670,35 - 0.5
,,"绿光","孙燕姿",,红色,分开,193 + 404、404 + 585,A - 左下长条开始^^^B - 左边单点、右下单点,A - 左边单点、右下单点^^^B - 左下单点,312,656,71 + 0.0,404,B - 左边单点、右下单点,B - 左下单点,312,656,1201843,37 + 0.1
L,6,"Long Kiss Good Bye","Halcali",,,分开,177 + 232、177 + 234,A - 左边单点^^^A - 左下单点、右边单点,A - 左边单点、右边单点^^^A - 左边滑点,373,738,77 - 0.1,177,A - 左边单点,A - 左边单点、右边单点,373,738,1600544,40 - 0.5
,,"CALL ME BABY","EXO",,红色,分开,159 + 343、167 + 343、168 + 343、176 + 343,A - 左下滑点^^^B - 左下单点、右下单点,A - 右边单点^^^B - 左下单点、右边单点,241,496,70 + 0.2,159、167、168、176,A - 左下滑点,A - 右边单点,241,496,1036404,36 + 0.2
,,"淋雨一直走","张韶涵",,红色,分开,104 + 250,A - 左边单点^^^B - 左边单点,A - 左边滑点^^^B - 右边滑点,149,299,59 + 0.4,250,B - 左边单点,B - 右边滑点,149,299,733729,32 - 0.3
,,"左边","杨丞琳",,红色,分开,164 + 501,A - 右下长条中间^^^B - 右边单点,A - 右下右滑条结尾、左下单点^^^B - 中间左滑条结尾,270,591,60 - 0.2,501,B - 右边单点,B - 中间左滑条结尾,270,591,1061429,31 + 0.0
D,9,"大艺术家(困难版)","蔡依林",,,分开,72 + 164、72 + 165,A - 左下单点^^^A - 左下单点,A - 左边单点^^^A - 右下单点,673,1163,71 - 0.2,164、165,A - 左下单点,A - 右下单点,673,1163,1966181,35 + 0.4
Q,9,"青鸟","生物股长",,,分开,891 + 1031,B - 左边单点、右边单点^^^B - 右下单点,B - 中间右滑条中间、左下单点^^^B - 左下单点,645,1378,117 - 0.5,891,B - 左边单点、右边单点,B - 中间右滑条中间、左下单点,645,1378,2454176,62 - 0.2
E,6,"Enough","GOT7",,,分开,246 + 572、246 + 573、246 + 572、246 + 573、247 + 572、247 + 573、247 + 572、247 + 573、247 + 572、247 + 573,A - 右边单点^^^B - 右边单点,A - 左边滑点^^^B - 右下单点,310,654,62 - 0.5,246、247、248、249、250,A - 右边单点,A - 左边滑点,310,654,1305304,31 + 0.3
,,"凉凉","杨宗纬/张碧晨",,红色,分开,245 + 435、252 + 435,B - 右边单点^^^B - 左下滑点,B - 左边单点^^^B - 右边单点,213,541,58 + 0.1,435,B - 左下滑点,B - 右边单点,213,541,899102,30 - 0.5
B,8,"Brave Heart","宮崎歩",,,分开,362 + 882,A - 左下滑点、右边长条开始^^^B - 左边单点,A - 左边单点^^^B - 左下单点、右下单点,645,1154,97 - 0.2,882,B - 左边单点,B - 左下单点、右下单点,645,1154,1999798,49 + 0.3
T,8,"to the beginning","Kalafina",,,分开,336 + 805,A - 左边单点、右下单点^^^B - 左边单点、右边单点,A - 左边单点、右边单点^^^B - 左边滑点,702,1136,84 + 0.4,805,B - 左边单点、右边单点,B - 左边滑点,702,1136,2012658,42 + 0.2
K,10,"克罗地亚狂想曲","马克西姆",,,分开,1180 + 1255,B - 左边单点^^^B - 左边滑点、右下滑点,B - 左边滑点、右下滑点^^^B - 左边滑点、右下滑点,652,1387,101 + 0.1,1219、1237,B - 左边滑点、中间滑点,B - 左下滑点、右边滑点,652,1387,2595743,55 - 0.3
L,7,"Love So Soft","Kelly Clarkson",,,分开,494 + 690,B - 右边长条结尾、左下单点^^^B - 左下长条中间,B - 右下长条结尾、左边滑点^^^B - 左边单点、右边单点,417,925,74 - 0.3,690,B - 左下长条中间,B - 左边单点、右边单点,417,925,1645763,38 - 0.5
X,7,"炫舞国度","BOX.COM",,,分开,589 + 684,B - 右边单点^^^B - 左下单点,B - 左下左滑条中间^^^B - 左边单点,349,768,80 - 0.2,684,B - 左下单点,B - 左边单点,349,768,1602029,40 + 0.0
,,"下个，路口，见","李宇春",,红色,分开,154 + 378,A - 右下长条中间^^^B - 左下长条中间,A - 左边单点^^^B - 右边单点,229,470,66 - 0.4,378,B - 左下长条中间,B - 右边单点,229,470,890976,33 + 0.2
,,"不朽之罪","双笙/玄觞",,红色,分开,279 + 367、280 + 367,B - 右下单点^^^B - 右边单点,B - 左边长条结尾^^^B - 右边长条开始,158,455,57 - 0.3,367,B - 右边单点,B - 右边长条开始,158,455,849843,29 - 0.2
,,"Wind flower","MAMAMOO",,,分开,77 + 391,A - 右边滑点^^^B - 左边长条中间,A - 左边单点^^^B - 右边单点,343,717,65 - 0.1,77,A - 右边滑点,A - 左边单点,343,717,1304439,33 + 0.0
T,7,"The New Kings","Vicetone/Popeska/Luciana",,,分开,165 + 236、236 + 575,A - 左边单点、右边单点^^^A - 右边长条开始,A - 左边单点^^^A - 左边单点、右边单点,347,754,73 + 0.2,236,A - 右边长条开始,A - 左边单点、右边单点,347,754,1480413,37 - 0.3
,,"We Don't Talk Anymore","Charlie Puth / Selena Gomez",,红色,分开,237 + 415,B - 左下单点、右下单点^^^B - 左边滑点,B - 左下单点^^^B - 左边右滑条中间,220,509,53 + 0.0,415,B - 左边滑点,B - 左边右滑条中间,220,509,908738,28 - 0.4
B,8,"Be My Baby","Wonder Girls",,,分开,278 + 393,A - 左边滑点^^^A - 左下单点,A - 左边长条中间、右边左滑条中间^^^A - 中间左滑条中间、右边左滑条中间,688,1123,70 - 0.2,393,A - 左下单点,A - 中间左滑条中间、右边左滑条中间,688,1123,1740310,36 + 0.3
C,9,"Crash","The Primitives",20,,分开,387 + 946,A - 左下左滑条开始、右边左滑条开始^^^B - 右下单点,A - 右下单点^^^B - 中间单点、右边单点,621,1471,103 - 0.5,946,B - 右下单点,B - 中间单点、右边单点,621,1471,2276653,54 - 0.3
,,"Blue Skies","Lenka",,红色,分开,80 + 429,A - 右边单点^^^B - 右边滑点,A - 左下单点^^^B - 左下长条中间、右边长条中间,214,563,55 + 0.4,80,A - 右边单点,A - 左下单点,214,563,1028217,29 - 0.5
C,8,"CLEAR","坂本真綾",,,分开,333 + 626、626 + 717,A - 左下单点、右边单点^^^B - 左边单点、右边单点,A - 右边滑点^^^B - 右下滑点,478,1008,87 + 0.0,626,B - 左边单点、右边单点,B - 右下滑点,478,1008,2193195,44 - 0.2
K,6,"KNOCK KNOCK","TWICE",,红色,分开,89 + 358,A - 左下单点、右边单点^^^B - 右下右滑条中间,A - 左下左滑条中间、右边左滑条中间^^^B - 左下单点、右边单点,228,576,66 - 0.4,358,B - 右下右滑条中间,B - 左下单点、右边单点,228,576,1226921,33 - 0.2
,,"回忆那么伤","孙子涵",,红色,分开,427 + 500、427 + 502、428 + 500、428 + 502、429 + 500、429 + 502,B - 左边单点^^^B - 右边单点,B - 左下单点^^^B - 右下单点,209,565,68 - 0.4,500、502,B - 右边单点,B - 右下单点,209,565,1177453,36 - 0.5
,,"不醉不会","田馥甄",,,分开,539 + 713、542 + 713,B - 左边单点^^^B - 右下单点,B - 右边单点^^^B - 右下长条结尾、左边单点,422,844,69 - 0.3,539、542,B - 左边单点,B - 右边单点,422,844,1498862,35 - 0.1
F,10,"Flower Dance(困难版)","DJ OKAWARI",,,分开,432 + 621、434 + 621,B - 左边单点^^^B - 右下单点,B - 左边单点、右下单点^^^B - 左边单点、右下单点,358,946,81 - 0.4,621,B - 右下单点,B - 左边单点、右下单点,358,946,2005864,40 + 0.4
,,"可以了","陈奕迅",100,红色,分开,326 + 528,A - 右边长条中间^^^B - 右下单点,A - 右下右滑条结尾、左边滑点^^^B - 左下单点、右下单点,406,721,64 - 0.3,326,A - 右边长条中间,A - 右下右滑条结尾、左边滑点,406,721,1187592,33 - 0.4
,,"Trap","Henry",,红色,分开,110 + 316、111 + 316,A - 左下单点^^^B - 左下长条中间,A - 右下单点^^^B - 左下单点,207,425,62 + 0.0,316,B - 左下长条中间,B - 左下单点,207,425,752018,32 + 0.3
W,6,"往后余生","王贰浪",,,分开,505 + 698,B - 右下右滑条开始^^^B - 左边滑点,B - 左边单点^^^B - 左下单点,444,1056,70 + 0.3,505,B - 右下右滑条开始,B - 左边单点,444,1056,1570149,36 + 0.0
,,"带你去旅行","校长",,红色,分开,216 + 408,A - 左边单点^^^B - 左边单点、右边单点,A - 左边右滑条结尾^^^B - 左边右滑条结尾,302,597,61 + 0.3,408,B - 左边单点、右边单点,B - 左边右滑条结尾,302,597,1171123,31 + 0.0
,,"Hola","Flo Rida/Maluma",,红色,分开,126 + 211、127 + 211、128 + 211,A - 左下单点^^^A - 右边长条中间,A - 左边单点、右下单点^^^A - 左边单点,299,550,59 + 0.0,157、158,A - 左下单点,A - 左下单点,299,550,1048276,31 + 0.2
L,6,"恋爱循环","花泽香菜",,红色,分开,204 + 379、204 + 380、204 + 381、204 + 388、204 + 389、204 + 390、205 + 380、205 + 381、205 + 388、205 + 389,A - 左边长条中间^^^B - 右下单点,A - 左边滑点^^^B - 左边单点,302,560,66 - 0.5,204,A - 左边长条中间,A - 左边滑点,302,560,1127149,33 - 0.2
M,6,"Maps","Maroon 5",,,分开,178 + 403、212 + 403,A - 左边单点^^^B - 右边单点,A - 左边单点^^^B - 右下单点,273,600,67 + 0.0,178、212,A - 左边单点,A - 左边单点,273,600,1307962,34 + 0.0
I,6,"I Love You","玉泽演/吴映洁",,红色,分开,173 + 688,A - 左边单点^^^B - 左下单点,A - 右下右滑条中间、左边单点^^^B - 右下右滑条中间、左边单点,349,786,78 + 0.1,688,B - 左下单点,B - 右下右滑条中间、左边单点,349,786,1291916,40 - 0.4
S,7,"什么什么","蔡依林",,,分开,294 + 598、298 + 598,A - 右边长条开始^^^B - 左下单点,A - 右下右滑条开始^^^B - 右下滑点,357,769,62 - 0.5,598,B - 左下单点,B - 右下滑点,357,769,1442324,31 + 0.1
G,8,"Glimmer","祈Inory",,,分开,307 + 738,A - 左边长条中间^^^B - 右边长条中间,A - 左边单点、右边单点^^^B - 左边单点、右边单点,405,879,88 - 0.1,738,B - 右边长条中间,B - 左边单点、右边单点,405,879,1676954,44 + 0.2
C,9,"Candy Pop","TWICE",,,分开,312 + 729,A - 右边单点^^^B - 左边单点,A - 左下左滑条结尾、右下右滑条结尾^^^B - 左下左滑条结尾、右下右滑条结尾,447,996,74 + 0.0,312、729,A - 右边单点,A - 左下左滑条结尾、右下右滑条结尾,447,996,1816369,37 + 0.0
,,"You Are","GOT7",,红色,分开,123 + 293,A - 右边单点^^^B - 左下滑点,A - 左边单点、右边单点^^^B - 左边单点、右边单点,176,411,58 + 0.3,293,B - 左下滑点,B - 左边单点、右边单点,176,411,783516,30 - 0.4
L,7,"凉凉(困难版)","杨宗纬/张碧晨",,,分开,588 + 896,A - 左下单点、右下单点^^^A - 左下单点、右下单点,A - 右下滑点^^^A - 左下滑点,1007,1857,88 + 0.4,588,A - 左下单点、右下单点,A - 右下滑点,1007,1857,2651209,44 + 0.2
,,"Synchronise","INFINITE",,,分开,297 + 660,A - 右边左滑条中间^^^B - 左边右滑条中间,A - 左下单点、右下单点^^^B - 左下单点、右下单点,389,809,62 - 0.4,297、660,A - 右边左滑条中间,A - 左下单点、右下单点,389,809,1205969,31 - 0.2
A,7,"爱投罗网","罗志祥",,,分开,276 + 432、276 + 434、276 + 435、277 + 432、277 + 434、277 + 435、432 + 686、434 + 686、435 + 686,A - 右边单点^^^B - 右边单点,A - 右下单点^^^B - 左下单点,348,797,67 - 0.5,432、434、435,B - 右边单点,B - 左下单点,348,797,1511433,34 - 0.4
*,9,"ペガサス幻想","MAKE-UP",,,分开,216 + 498,A - 左边左滑条中间^^^B - 左边长条中间、右下单点,A - 左边单点^^^B - 左边单点,468,1114,77 - 0.4,498,B - 左边长条中间、右下单点,B - 左边单点,468,1114,1913167,40 - 0.3
,,"修炼爱情","林俊杰 ",,,分开,540 + 752,B - 右边长条开始^^^B - 左边单点,B - 左边单点^^^B - 右边长条开始,280,857,62 - 0.2,540,B - 右边长条开始,B - 左边单点,280,857,1368847,32 - 0.2
Q,6,"期待","Girl's Day",,红色,分开,173 + 454,A - 左边单点^^^B - 右边单点,A - 右下单点^^^B - 左下单点、右边单点,228,513,62 - 0.4,454,B - 右边单点,B - 左下单点、右边单点,228,513,1086863,31 - 0.2
,,"夜宴风波","音阙诗听/王梓钰",,红色,分开,155 + 308、155 + 310,A - 左下单点^^^B - 左边单点,A - 左下单点^^^B - 左边单点,242,438,63 + 0.4,155,A - 左下单点,A - 左下单点,242,438,908181,32 + 0.4
*,9,"101个愿望","火箭少女101杨超越/火箭少女101赖美云/火箭少女101傅菁",,,分开,188 + 850,A - 左边单点、右下单点^^^B - 左下单点、右边单点,A - 右下右滑条开始^^^B - 左下左滑条开始,695,1491,77 + 0.0,188、850,A - 左边单点、右下单点,A - 右下右滑条开始,695,1491,2213635,39 - 0.5
F,8,"Fight For You","潘玮柏",,,分开,387 + 446,A - 右边右滑条中间^^^A - 左边单点、右边单点,A - 右边单点^^^A - 左边单点、右边单点,501,1022,76 - 0.3,390,A - 左边单点,A - 左边单点、右边单点,501,1022,1847835,39 - 0.4
,,"Pure","向井太一",,红色,分开,94 + 400,A - 右下单点^^^B - 右边单点,A - 右边单点^^^B - 左边单点、右边单点,229,445,56 + 0.3,94,A - 右下单点,A - 右边单点,229,445,853494,29 - 0.5
,,"Love a Girl Right","Little Mix",,红色,分开,221 + 312,B - 右边滑点^^^B - 左下单点,B - 左边单点^^^B - 左下单点、右边单点,211,452,62 - 0.2,279,B - 左下单点、右边单点,B - 右边单点,211,452,861850,31 + 0.3
,,"非酋","薛明媛/朱贺",,红色,分开,151 + 390,A - 右边单点^^^B - 左边单点,A - 左下单点^^^B - 右下单点,247,510,61 + 0.0,151、390,A - 右边单点,A - 左下单点,247,510,1044602,31 - 0.5
W,8,"Why So Lonely","Wonder Girls",,,分开,856 + 948、858 + 948,B - 左边单点、右边单点^^^B - 右边单点,B - 左边单点^^^B - 左边右滑条结尾、右边左滑条结尾,451,1018,73 + 0.3,856、858,B - 左边单点、右边单点,B - 左边单点,451,1018,1971555,38 - 0.4
B,6,"Boys","Charli XCX",,红色,分开,256 + 771,A - 左下单点、右边单点^^^B - 左下单点,A - 左边单点^^^B - 右边长条中间,441,875,73 + 0.4,771,B - 左下单点,B - 右边长条中间,441,875,1472466,41 + 0.1
S,8,"SUNSET","TWICE",,,分开,637 + 800,B - 右下单点^^^B - 右下右滑条中间,B - 左下单点、右边单点^^^B - 左下单点,605,1274,68 - 0.5,637,B - 右下单点,B - 左下单点、右边单点,605,1274,2075994,34 - 0.2
W,9,"Wake up!","AAA",,,分开,517 + 649、519 + 649、521 + 649,B - 左边单点、右下单点^^^B - 右边滑点,B - 左下单点、右边单点^^^B - 左边长条结尾、右下单点,382,1054,84 - 0.1,517、519、521,B - 左边单点、右下单点,B - 左下单点、右边单点,382,1054,2022850,44 - 0.3
B,6,"Bo Peep Bo Peep","T-ara",,,分开,114 + 520,A - 右下单点^^^B - 左下滑点,A - 右下单点^^^B - 右边滑点,362,743,67 + 0.4,520,B - 左下滑点,B - 右边滑点,362,743,1369353,34 - 0.1
,,"Flower Dance","DJ OKAWARI",,红色,分开,157 + 195,B - 右边单点^^^B - 右边单点,B - 右边滑点^^^B - 左边单点,112,259,57 - 0.4,179,B - 左下单点,B - 右边滑点,112,259,700751,30 - 0.4
,,"无限大","孙燕姿",,红色,分开,507 + 631、508 + 631、509 + 631,B - 右边单点^^^B - 左下左滑条开始、右下右滑条开始,B - 左下单点^^^B - 左边单点、右边单点,425,692,65 - 0.1,631,B - 左下左滑条开始、右下右滑条开始,B - 左边单点、右边单点,425,692,1233621,33 - 0.1
W,6,"What Do You Mean?","Justin Bieber",,,分开,77 + 551,A - 右下单点^^^B - 右边滑点,A - 右边单点^^^B - 左下单点,295,601,55 - 0.3,77,A - 右下单点,A - 右边单点,295,601,1118869,29 - 0.5
Z,9,"直到世界终结(困难版)","WANDS",20,,分开,1203 + 1306,B - 左边滑点^^^B - 左边长条结尾、右下单点,B - 左下单点、右边单点^^^B - 左边滑点、右边滑点,585,1575,83 - 0.1,1306,B - 左边长条结尾、右下单点,B - 左边滑点、右边滑点,585,1575,2362635,42 - 0.2
S,9,"SWEET TALKER","TWICE",,,分开,233 + 678,A - 左边单点、右边滑点^^^B - 左下单点、右边单点,A - 左边单点、右边单点^^^B - 左边单点、右边单点,554,1209,84 - 0.1,678,B - 左下单点、右边单点,B - 左边单点、右边单点,554,1209,2106139,44 + 0.4
,,"DAY BY DAY","T-ara",,红色,分开,208 + 578,A - 左下单点^^^B - 左下滑点,A - 右下右滑条中间^^^B - 右下右滑条开始,352,678,78 - 0.5,578,B - 左下滑点,B - 右下右滑条开始,352,678,1240862,39 + 0.0
M,6,"梦想时代(QQ炫舞系列主题曲)","刘人语/罗奕佳/苏芮琪",,红色,分开,211 + 565、211 + 566、211 + 565、211 + 566、211 + 565、211 + 566、211 + 565、211 + 566、211 + 565、211 + 566,A - 右边单点^^^B - 右边单点,A - 左边单点、右下单点^^^B - 中间左滑条结尾,294,702,67 - 0.4,565、566,B - 右边单点,B - 中间左滑条结尾,294,702,1251425,35 - 0.2
W,6,"Wolves","Selena Gomez/Marshmello",,,分开,252 + 609,A - 右边单点^^^B - 左边单点,A - 左边滑点^^^B - 右边滑点,390,778,67 + 0.1,609,B - 左边单点,B - 右边滑点,390,778,1533236,34 - 0.3
Z,9,"Zillion Lights","めらみぽっぷ",,,分开,889 + 1017,B - 右下单点^^^B - 左边单点、右下单点,B - 右边右滑条结尾、左边单点^^^B - 左下单点、右下单点,566,1160,90 - 0.2,1017,B - 左边单点、右下单点,B - 左下单点、右下单点,566,1160,2283072,45 + 0.2
H,9,"HUSTLE","陈梓童",,,分开,161 + 705、162 + 705、163 + 705、164 + 705,A - 左下单点^^^B - 右下单点,A - 左边左滑条结尾、右下单点^^^B - 左边单点、右边单点,620,1380,86 - 0.1,705,B - 右下单点,B - 左边单点、右边单点,620,1380,2577054,44 - 0.2
N,7,"Not Another Song About Love","Hollywood Ending",,,分开,766 + 868,B - 左边长条结尾、右边滑点^^^B - 右下长条结尾、左下单点,B - 左边单点^^^B - 左边单点、右边单点,462,940,71 + 0.4,868,B - 右下长条结尾、左下单点,B - 左边单点、右边单点,462,940,1662166,37 + 0.3
,,"夜空中最亮的星","逃跑计划",,红色,分开,181 + 464,A - 右边长条中间^^^B - 右下单点,A - 右边单点^^^B - 右边单点,386,705,69 + 0.4,464,B - 右下单点,B - 右边单点,386,705,1172315,35 + 0.0
N,6,"粘人精","圈9/谣君/新乐尘符",,,分开,257 + 570,A - 右边单点^^^B - 左边单点,A - 左边单点^^^B - 右边单点,321,735,67 + 0.0,257、570,A - 右边单点,A - 左边单点,321,735,1462027,34 - 0.5
*,9,"123我爱你(困难版)","新乐尘符",,,分开,279 + 444、279 + 982、444 + 982,A - 左下滑点^^^A - 右下滑点,A - 左边滑点、中间滑点^^^A - 中间滑点、右边滑点,719,1396,105 - 0.2,279、444、982,A - 左下滑点,A - 左边滑点、中间滑点,719,1396,2388155,52 + 0.4
X,9,"星月夜","和楽器バンド",,,分开,9 + 776,A - 左下单点^^^B - 左边单点、中间单点,A - 左下单点、右边单点^^^B - 左边单点、右边单点,585,1028,86 - 0.3,776,B - 左边单点、中间单点,B - 左边单点、右边单点,585,1028,1999429,44 - 0.5
Z,6,"再快乐一点","张韶涵",,,分开,384 + 876、384 + 877,A - 右下长条开始^^^B - 左下左滑条中间,A - 左边单点^^^B - 右下滑点,484,1060,76 + 0.3,876、877,B - 左下左滑条中间,B - 右下滑点,484,1060,1544517,38 + 0.2
U,9,"UNION","OxT",,,分开,274 + 769,A - 左边单点^^^B - 右边单点,A - 左下单点^^^B - 右下单点,508,1021,83 + 0.4,274、769,A - 左边单点,A - 左下单点,508,1021,1986595,42 - 0.3
Y,8,"一吻天荒","胡歌",50,,分开,632 + 842,B - 左边长条中间^^^B - 左下单点,B - 左下单点^^^B - 左边滑点、右边滑点,396,1189,87 + 0.3,842,B - 左下单点,B - 左边滑点、右边滑点,396,1189,1927493,45 + 0.3
R,8,"Rookie","Red Velvet",,,分开,99 + 165、99 + 645、99 + 165、99 + 645、99 + 165、99 + 645、99 + 165、99 + 645、99 + 165、99 + 645,A - 右下滑点^^^A - 左下左滑条中间,A - 左边单点、右下单点^^^A - 右下滑点,368,923,70 - 0.1,99,A - 右下滑点,A - 左边单点、右下单点,368,923,1707999,35 + 0.1
J,6,"Just Dance","王一博",,红色,分开,206 + 513、206 + 514、206 + 533、206 + 534、207 + 513、207 + 514、207 + 533、207 + 534、226 + 513、226 + 514,A - 右边单点^^^B - 左边单点,A - 左边单点^^^B - 右边单点,318,625,76 + 0.2,206、207、226、227、513、514、533、534,A - 右边单点,A - 左边单点,318,625,1425900,38 + 0.1
N,8,"你和我的一天","水濑祈",,,分开,637 + 720,B - 左边长条开始、右边长条开始^^^B - 右边单点,B - 右边长条结尾、左边单点^^^B - 右边单点,447,868,77 + 0.3,676、685,B - 左边单点,B - 左边单点、右边单点,447,868,1708131,39 + 0.4
D,6,"当你","林俊杰",,,分开,460 + 619,B - 左边单点、右边单点^^^B - 左下单点,B - 左边单点、右边单点^^^B - 右边单点,366,907,86 + 0.4,619,B - 左下单点,B - 右边单点,366,907,1693058,44 + 0.4
L,9,"恋のパーフェクト微分方程式","ユウノウミ",,,分开,134 + 674、134 + 676、142 + 674、142 + 676、144 + 674、144 + 676,A - 右边右滑条结尾、左边滑点^^^B - 左边单点,A - 左下单点^^^B - 右下单点,592,1133,80 + 0.1,674、676,B - 左边单点,B - 右下单点,592,1133,2209726,42 - 0.3
R,9,"Rightfully","Mili",,,分开,455 + 1332,A - 左边单点、右边单点^^^B - 左边单点,A - 左边单点^^^B - 左边单点,728,1553,87 + 0.4,455,A - 左边单点、右边单点,A - 左边单点,728,1553,2391642,44 + 0.0
,,"勇往直前恋上你","王霏霏/赵天宇",,红色,分开,138 + 358、139 + 358,A - 右边单点^^^B - 左边滑点,A - 右边单点^^^B - 左下单点,240,455,60 - 0.1,358,B - 左边滑点,B - 左下单点,240,455,912548,31 - 0.4
