字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
W,6,"王妃","萧敬腾",,红色,分开,402 + 635,B - 二一轨滑键^^^B - 一轨长条开始,B - 三轨长条中间^^^B - 二轨长条中间,281,743,74 - 0.2,635,B - 一轨长条开始,B - 二轨长条中间,281,743,1290730,39 - 0.2
B,8,"Bubble Pop!","泫雅",,,分开,368 + 474,B - 一轨长条开始、四轨长条开始^^^B - 三轨长条中间,B - 三轨单点^^^B - 一二轨滑键、三四轨滑键,364,786,70 + 0.0,368,B - 一轨长条开始、四轨长条开始,B - 三轨单点,364,786,1661337,36 - 0.2
,,"有点甜","汪苏泷 / BY2",,红色,分开,94 + 219,A - 三轨单点^^^B - 二轨长条开始,A - 三轨单点^^^B - 一轨长条右滑、四轨长条左滑,177,397,60 + 0.2,219,B - 二轨长条开始,B - 一轨长条右滑、四轨长条左滑,177,397,945660,33 + 0.1
,,"Rage Your Dream","M.O.V.E",,,分开,458 + 514,B - 二轨单点^^^B - 二轨单点,B - 三轨单点^^^B - 四轨长条中间,328,605,62 - 0.4,509、511,B - 一轨长条中间,B - 一轨长条右滑,328,605,1238732,32 + 0.0
K,6,"KNOCK KNOCK","TWICE",,红色,分开,99 + 237、237 + 321,A - 二轨单点、三轨单点^^^B - 二轨长条中间,A - 四轨长条结尾^^^B - 三轨长条左滑,143,444,60 + 0.2,237,B - 二轨长条中间,B - 三轨长条左滑,143,444,1086182,32 - 0.5
N,8,"narrative","泽野弘之/LiSA",,,分开,934 + 1155、936 + 1155,B - 一轨长条中间^^^B - 一轨长条右滑、四轨单点,B - 一轨单点、三轨长条右滑^^^B - 二轨长条中间、四轨长条中间,593,1333,91 - 0.2,1155,B - 一轨长条右滑、四轨单点,B - 二轨长条中间、四轨长条中间,593,1333,2086803,47 - 0.2
,,"克罗地亚狂想曲","马克西姆",,,分开,466 + 758、466 + 760、467 + 758、467 + 760、468 + 758、468 + 760、469 + 758、469 + 760、470 + 758、470 + 760,A - 一轨单点^^^B - 二轨单点,A - 二轨单点^^^B - 二轨长条右滑,536,1058,90 - 0.5,758、760,B - 二轨单点,B - 二轨长条右滑,536,1058,2557742,46 - 0.3
,,"Doraradora","Fujigami Mai",,,分开,506 + 553,B - 四轨长条中间^^^B - 四轨单点,B - 四轨单点^^^B - 一轨长条右滑,300,634,61 - 0.5,546,B - 三轨单点,B - 二轨长条结尾、三轨单点,300,634,1302690,33 + 0.0
,,"Flower Dance","DJ OKAWARI",,红色,分开,79 + 206,A - 三轨长条中间^^^B - 二轨长条中间,A - 二轨单点、三轨单点^^^B - 二轨单点、三轨单点,128,278,44 + 0.2,206,B - 二轨长条中间,B - 二轨单点、三轨单点,128,278,544161,22 + 0.1
S,9,"Sparkling Daydream","ZAQ",100,,分开,337 + 979、337 + 980、338 + 979、338 + 980,A - 二轨单点^^^B - 一轨单点,A - 一轨单点、四轨长条结尾^^^B - 一轨单点、三轨单点,639,1450,110 - 0.3,337、338,A - 二轨单点,A - 一轨单点、四轨长条结尾,639,1450,2799705,55 + 0.3
Q,8,"七年的爱","金贤政",20、50,红色,分开,360 + 575,B - 二轨单点、四轨单点^^^B - 四轨长条中间,B - 二轨单点^^^B - 二轨单点、三轨单点,242,708,99 - 0.3,575,B - 四轨长条中间,B - 二轨单点、三轨单点,242,708,1453238,56 + 0.4
,,"非酋","薛明媛/朱贺",,红色,分开,79 + 191,A - 四轨单点^^^B - 四轨单点,A - 二轨单点^^^B - 三轨长条右滑,130,310,52 - 0.2,191,B - 四轨单点,B - 三轨长条右滑,130,310,815867,26 - 0.2
,,"让我心动","Apink",,红色,分开,341 + 442、342 + 442,B - 三轨单点^^^B - 三轨单点,B - 二轨单点^^^B - 一轨长条结尾、四轨长条结尾,216,502,49 + 0.3,341、342,B - 三轨单点,B - 二轨单点,216,502,934274,25 + 0.0
,,"勋章","鹿晗",,红色,分开,119 + 145、119 + 146、119 + 147、119 + 152、119 + 154,B - 一轨单点^^^B - 二轨单点,B - 三轨长条结尾^^^B - 二轨长条结尾,74,188,38 + 0.0,137,B - 三轨单点,B - 三轨长条结尾,74,188,469257,20 + 0.0
,,"123我爱你(困难版)","新乐尘符",50,,分开,673 + 815、676 + 815、679 + 815,B - 二轨单点、四轨长条中间^^^B - 二轨单点,B - 一轨长条右滑、五轨长条中间^^^B - 二轨单点,594,1178,96 + 0.2,673、676、679,B - 二轨单点、四轨长条中间,B - 一轨长条右滑、五轨长条中间,594,1178,2367948,49 - 0.4
B,6,"Boys","Charli XCX",,,分开,353 + 416,B - 二轨长条开始^^^B - 四轨单点,B - 二轨长条结尾^^^B - 一轨长条中间,284,580,54 + 0.3,355,B - 二轨长条左滑,B - 四轨单点,284,580,1067390,28 + 0.1
,,"望","张碧晨/赵丽颖",,红色,分开,494 + 582,B - 三轨长条中间^^^B - 二轨长条左滑,B - 一轨单点、三轨单点^^^B - 一轨长条中间、三轨长条中间,234,680,79 + 0.1,582,B - 二轨长条左滑,B - 一轨长条中间、三轨长条中间,234,680,1291725,41 + 0.2
,,"萤火","TFBOYS",,红色,分开,150 + 426,A - 一轨长条中间^^^B - 四轨长条中间,A - 一轨单点、三轨单点^^^B - 二轨单点、三轨单点,265,569,72 + 0.2,150,A - 一轨长条中间,A - 一轨单点、三轨单点,265,569,1159703,43 + 0.0
C,9,"Colourful","Virginia To Vegas",,,分开,320 + 913,A - 二一轨滑条、四轨长条左滑^^^B - 一轨长条右滑、三四轨滑条,A - 二轨长条中间、三轨长条右滑^^^B - 二轨长条左滑、三轨长条中间,624,1288,96 - 0.4,320、913,A - 二一轨滑条、四轨长条左滑,A - 二轨长条中间、三轨长条右滑,624,1288,2098688,48 - 0.2
,,"触动心触动爱","BY2",,红色,分开,160 + 292,B - 三轨单点^^^B - 二轨单点,B - 二轨单点^^^B - 一轨单点,142,324,54 + 0.0,160、292,B - 三轨单点,B - 二轨单点,142,324,761176,27 + 0.0
,,"Firefly","Abba Teens",,红色,分开,661 + 895,B - 二轨单点、四轨单点^^^B - 一轨长条中间、三轨长条中间,B - 二轨长条右滑、四轨长条右滑^^^B - 二轨单点、四轨单点,438,1021,104 + 0.0,895,B - 一轨长条中间、三轨长条中间,B - 二轨单点、四轨单点,438,1021,1775196,53 - 0.4
S,6,"Synchronise","INFINITE",,红色,分开,253 + 779、651 + 779,A - 二轨长条开始、四轨长条开始^^^B - 一轨单点、三轨单点,A - 二轨单点^^^B - 三轨单点,423,901,77 + 0.0,779,B - 一轨单点、三轨单点,B - 三轨单点,423,901,1331225,40 + 0.1
,,"DAY BY DAY","T-ara",,红色,分开,213 + 310,B - 二轨长条开始、三轨长条开始^^^B - 二轨单点,B - 四轨单点^^^B - 二轨单点、四轨单点,164,354,58 + 0.0,213,B - 二轨长条开始、三轨长条开始,B - 四轨单点,164,354,945025,30 + 0.0
,,"Talk Dirty","Jason Derulo/2",,红色,分开,122 + 288,A - 一轨长条中间^^^B - 一轨单点,A - 四轨单点^^^B - 二轨单点、三轨单点,225,352,41 + 0.2,288,B - 一轨单点,B - 二轨单点、三轨单点,225,352,652833,22 - 0.5
L,9,"L.I.E","EXID",,红色,分开,77 + 215,A - 三轨单点^^^A - 一轨长条中间,A - 四轨单点^^^A - 一轨单点,413,696,89 - 0.4,77,A - 三轨单点,A - 四轨单点,413,696,1669506,47 - 0.4
Y,9,"一吻天荒","胡歌",20、100,,分开,686 + 1197,B - 二一轨滑键、四轨单点^^^B - 二一轨滑键、三四轨滑键,B - 二轨长条结尾、三轨长条结尾^^^B - 一轨长条结尾、四轨长条结尾,465,1660,124 + 0.1,1197,B - 二一轨滑键、三四轨滑键,B - 一轨长条结尾、四轨长条结尾,465,1660,2516233,63 - 0.5
,,"Try Everything","Shakira",,红色,分开,159 + 617、165 + 617,A - 一二轨滑条^^^B - 一轨长条开始、四轨长条开始,A - 四轨长条中间^^^B - 一轨长条中间、四轨长条中间,422,740,73 + 0.2,159、165,A - 一二轨滑条,A - 四轨长条中间,422,740,1403407,39 - 0.2
Y,8,"月光传说","桃色幸运草Z",,,分开,152 + 379、152 + 380、152 + 382、152 + 622、152 + 623、152 + 625、153 + 379、153 + 380、153 + 382、153 + 622,A - 二轨单点^^^B - 三轨单点,A - 四轨单点^^^B - 一轨单点,299,769,77 - 0.4,152、153、155、379、380、382、622、623、625,A - 二轨单点,A - 四轨单点,299,769,1545140,38 + 0.3
,,"第一次爱的人","王心凌",,红色,分开,139 + 280,A - 四轨长条开始^^^B - 二轨长条中间、三轨长条中间,A - 一轨长条结尾、四轨长条结尾^^^B - 一轨单点、三轨单点,203,458,50 + 0.3,280,B - 二轨长条中间、三轨长条中间,B - 一轨单点、三轨单点,203,458,749051,26 - 0.5
C,9,"Candy Pop","TWICE",,,分开,395 + 935,A - 一轨长条开始、四轨长条左滑^^^B - 二轨长条开始、四轨单点,A - 二轨长条中间、三轨长条中间^^^B - 二轨长条右滑、四轨长条结尾,483,1160,99 - 0.2,935,B - 二轨长条开始、四轨单点,B - 二轨长条右滑、四轨长条结尾,483,1160,2033164,53 - 0.1
,,"歌谣","李荣浩",,,分开,382 + 501,B - 二轨单点^^^B - 三轨单点,B - 一轨长条结尾、三轨长条结尾^^^B - 一轨单点、三轨长条结尾,278,638,72 - 0.1,501,B - 三轨单点,B - 一轨单点、三轨长条结尾,278,638,1389019,36 + 0.0
,,"Wind flower","MAMAMOO",,,分开,186 + 444、186 + 445、186 + 446、186 + 447、186 + 452、187 + 444、187 + 445、187 + 446、187 + 447、187 + 452,A - 一轨单点^^^B - 四轨单点,A - 一轨单点^^^B - 四轨单点,296,587,58 + 0.2,186、187、188、189、194、444、445、446、447、452,A - 一轨单点,A - 一轨单点,296,587,1163103,29 + 0.1
B,9,"Butter Fly","和田光司",,,分开,794 + 922,B - 二轨长条开始、三轨长条开始^^^B - 二轨长条开始、三轨长条开始,B - 二轨长条左滑、三轨长条右滑^^^B - 一轨长条中间、四轨长条中间,643,1381,102 + 0.2,794,B - 二轨长条开始、三轨长条开始,B - 二轨长条左滑、三轨长条右滑,643,1381,2473198,51 + 0.3
D,10,"Dura","Daddy Yankee",100,,分开,733 + 787,B - 三轨单点^^^B - 一轨单点、三四轨滑条,B - 二轨单点、四轨长条左滑^^^B - 三轨单点,489,1217,92 - 0.3,787,B - 一轨单点、三四轨滑条,B - 三轨单点,489,1217,3094619,48 - 0.5
,,"Sky","Steerner",,红色,分开,88 + 535、88 + 537,A - 二轨单点^^^B - 二轨长条中间,A - 一轨长条右滑、四轨长条左滑^^^B - 二轨长条结尾、三轨长条右滑,234,733,88 + 0.4,535、537,B - 二轨长条中间,B - 二轨长条结尾、三轨长条右滑,234,733,1372577,46 + 0.2
R,9,"Rookie","Red Velvet",,,分开,251 + 720,A - 二轨单点、四轨长条开始^^^B - 二轨单点、四轨长条开始,A - 四轨单点^^^B - 四轨单点,350,892,81 + 0.4,251、720,A - 二轨单点、四轨长条开始,A - 四轨单点,350,892,1868252,41 - 0.3
,,"Just Dance","王一博",,红色,分开,158 + 434,A - 一轨长条中间^^^B - 四轨单点,A - 四三轨滑键^^^B - 三轨单点,244,524,63 - 0.4,434,B - 四轨单点,B - 三轨单点,244,524,1193943,33 - 0.5
S,6,"斯诺克","付辛博",,,分开,111 + 285、111 + 286,A - 一轨单点^^^B - 三轨单点,A - 二轨长条开始^^^B - 四轨单点,226,515,55 + 0.3,111,A - 一轨单点,A - 二轨长条开始,226,515,1083080,28 - 0.2
,,"吸引定律","Awaken-F",,红色,分开,123 + 300,A - 三轨单点^^^B - 二轨单点,A - 二轨单点^^^B - 三轨单点,197,413,49 + 0.0,123、300,A - 三轨单点,A - 二轨单点,197,413,795268,25 - 0.5
,,"Crossing Field","LiSA",50,,分开,1656 + 1830、1656 + 1832,B - 二一轨滑条、四五轨滑条^^^B - 二轨单点、四轨单点,B - 一轨长条结尾、三轨长条结尾^^^B - 二轨单点、四轨单点,903,2047,132 - 0.4,1830、1832,B - 二轨单点、四轨单点,B - 二轨单点、四轨单点,903,2047,3026358,68 - 0.2
X,6,"炫舞国度","BOX.COM",,红色,分开,109 + 340、109 + 342、109 + 344、111 + 340、111 + 342、111 + 344,A - 二一轨滑条^^^B - 三四轨滑条,A - 四轨长条中间^^^B - 二轨长条中间,273,533,64 + 0.2,340、342、344,B - 三四轨滑条,B - 二轨长条中间,273,533,1223543,34 - 0.2
,,"给我一个理由忘记","A-Lin",,红色,分开,469 + 678,B - 四轨长条中间^^^B - 一轨长条中间,B - 一轨长条结尾、四轨长条结尾^^^B - 一轨长条右滑、四轨长条左滑,347,953,83 + 0.2,678,B - 一轨长条中间,B - 一轨长条右滑、四轨长条左滑,347,953,1534305,46 + 0.0
T,6,"Timber","Pitbull",,红色,分开,403 + 506、404 + 506、405 + 506、406 + 506、407 + 506,B - 三四轨滑键^^^B - 四轨单点,B - 一轨单点^^^B - 一轨长条结尾、四轨单点,203,592,88 - 0.4,506,B - 四轨单点,B - 一轨长条结尾、四轨单点,203,592,1401771,47 - 0.2
,,"淘汰","陈奕迅",,红色,分开,351 + 438,B - 二轨单点、三轨单点^^^B - 一轨单点、四轨单点,B - 四轨长条开始^^^B - 四轨长条左滑,253,598,67 - 0.2,438,B - 一轨单点、四轨单点,B - 四轨长条左滑,253,598,1001848,36 + 0.0
F,10,"Flower Dance(困难版)","DJ OKAWARI",,,分开,406 + 457、406 + 458、406 + 459、406 + 460、406 + 461、406 + 462、406 + 463、406 + 464、406 + 471、406 + 473,B - 三轨长条左滑^^^B - 一轨单点,B - 三四轨滑键^^^B - 三轨单点,238,649,82 - 0.4,406,B - 三轨长条左滑,B - 三四轨滑键,238,649,1908579,42 - 0.4
,,"狂欢夜","QQ炫舞原创",,红色,分开,250 + 470,B - 四轨单点^^^B - 一轨单点,B - 一轨长条中间^^^B - 一轨单点、四轨长条结尾,160,524,62 + 0.3,470,B - 一轨单点,B - 一轨单点、四轨长条结尾,160,524,1022941,31 + 0.4
R,9,"Rolling Star","YUI",20,红色,分开,477 + 1166,A - 四轨单点^^^B - 三四轨滑条,A - 二轨长条左滑、三轨长条右滑^^^B - 一轨长条右滑、三轨长条右滑,585,1278,100 - 0.4,1166,B - 三四轨滑条,B - 一轨长条右滑、三轨长条右滑,585,1278,1977889,53 + 0.2
,,"SHIORI","ClariS",50,,分开,1122 + 1279,B - 一轨单点、五轨长条左滑^^^B - 一轨长条开始、五轨长条左滑,B - 二轨单点^^^B - 二轨单点、五轨长条中间,539,1420,131 + 0.0,1279,B - 一轨长条开始、五轨长条左滑,B - 二轨单点、五轨长条中间,539,1420,2881559,66 + 0.3
H,7,"坏掉的大人","陈势安",,,分开,273 + 638,A - 一轨单点^^^B - 四轨单点,A - 二轨单点^^^B - 三轨单点,354,757,59 + 0.0,273、638,A - 一轨单点,A - 二轨单点,354,757,1541221,30 - 0.5
W,7,"我要给世界最悠长的湿吻 Kisses For The World","蔡健雅",,,分开,364 + 951,A - 一轨单点、三轨长条右滑^^^B - 二轨长条左滑、四轨单点,A - 一轨单点、三轨长条左滑^^^B - 二轨长条右滑、四轨单点,552,1070,88 - 0.2,364、951,A - 一轨单点、三轨长条右滑,A - 一轨单点、三轨长条左滑,552,1070,1717259,44 - 0.1
,,"Brave Heart","宮崎歩",,红色,分开,224 + 735、229 + 735,A - 五轨长条左滑^^^B - 二一轨滑条,A - 三轨长条右滑^^^B - 四轨单点,557,1054,86 + 0.3,735,B - 二一轨滑条,B - 四轨单点,557,1054,1835286,49 - 0.4
E,7,"Everything I Need","Skylar Grey",,,分开,921 + 1057、923 + 1057,B - 四轨长条中间^^^B - 一轨单点、二轨长条右滑,B - 一轨单点、三轨长条左滑^^^B - 一轨长条中间、四轨长条中间,458,1177,87 - 0.4,1057,B - 一轨单点、二轨长条右滑,B - 一轨长条中间、四轨长条中间,458,1177,1751200,46 - 0.3
,,"再见安打","唐禹哲",,红色,分开,121 + 205,B - 一轨单点、四轨单点^^^B - 一轨单点、四轨单点,B - 三轨长条开始^^^B - 三轨长条开始,107,321,47 - 0.2,121,B - 一轨单点、四轨单点,B - 三轨长条开始,107,321,660828,23 + 0.4
G,10,"Gee","少女时代",20,,分开,184 + 559、187 + 559,A - 四轨单点^^^A - 二轨长条中间,A - 一轨单点、三轨单点^^^A - 二轨单点、四轨单点,630,1101,94 - 0.3,184、187,A - 四轨单点,A - 一轨单点、三轨单点,630,1101,2322103,52 + 0.4
S,9,"SUNSET","TWICE",,,分开,190 + 1276、192 + 1276、692 + 1276、694 + 1276,A - 一轨长条中间、四轨长条结尾^^^B - 二轨长条开始、三轨长条右滑,A - 二轨长条右滑^^^B - 一轨长条结尾、四轨长条结尾,684,1450,86 + 0.0,1276,B - 二轨长条开始、三轨长条右滑,B - 一轨长条结尾、四轨长条结尾,684,1450,2451246,47 - 0.5
M,10,"MY舞☆TONIGHT","Aqours",,,分开,331 + 649、331 + 651、332 + 649、332 + 651,A - 一轨长条中间^^^A - 二轨单点、四轨单点,A - 一轨长条右滑、四轨长条左滑^^^A - 二轨长条左滑、四轨长条左滑,811,1587,111 - 0.4,331,A - 一轨长条中间,A - 一轨长条右滑、四轨长条左滑,811,1587,3178518,59 - 0.5
X,6,"修炼爱情","林俊杰 ",,,分开,547 + 826,B - 一轨长条开始、四轨长条开始^^^B - 三轨单点,B - 二轨单点、四轨单点^^^B - 一轨长条结尾、四轨长条结尾,264,925,82 - 0.5,826,B - 三轨单点,B - 一轨长条结尾、四轨长条结尾,264,925,1597824,41 - 0.1
C,9,"chAngE","miwa",,,分开,940 + 1032,B - 三轨长条中间^^^B - 一轨长条开始、三轨长条开始,B - 一轨长条右滑、三轨长条右滑^^^B - 三轨单点,507,1164,87 + 0.4,1032,B - 一轨长条开始、三轨长条开始,B - 三轨单点,507,1164,2514494,46 + 0.0
,,"不醉不会","田馥甄",,红色,分开,178 + 706、178 + 709,A - 二轨单点^^^B - 四轨长条左滑,A - 一轨单点^^^B - 二轨单点、四轨长条中间,409,805,90 + 0.1,178,A - 二轨单点,A - 一轨单点,409,805,1560392,46 - 0.5
,,"Enough","GOT7",,,分开,345 + 403、345 + 404、345 + 405,B - 一轨长条右滑^^^B - 二轨单点,B - 三轨单点^^^B - 四轨单点,291,614,54 - 0.3,345,B - 一轨长条右滑,B - 三轨单点,291,614,1163548,28 - 0.3
,,"漫时光","QQ炫舞",,红色,分开,428 + 515、430 + 515,B - 一轨长条中间^^^B - 四轨长条中间,B - 一轨长条结尾^^^B - 一轨单点,297,579,54 - 0.5,428、430,B - 一轨长条中间,B - 一轨长条结尾,297,579,1045409,29 - 0.1
J,8,"君にふれて","安月名莉子",,,分开,509 + 1277、511 + 1277、513 + 1277,A - 四轨长条开始^^^B - 一轨长条右滑、四轨长条开始,A - 二轨长条中间^^^B - 二轨长条左滑,713,1482,99 - 0.4,1277,B - 一轨长条右滑、四轨长条开始,B - 二轨长条左滑,713,1482,2290324,50 + 0.1
,,"You(=I)","脸红的思春期",,红色,分开,98 + 331、98 + 332,A - 三轨长条开始^^^B - 三四轨滑键,A - 三轨单点^^^B - 一轨长条右滑,192,441,59 + 0.4,331、332,B - 三四轨滑键,B - 一轨长条右滑,192,441,1009370,30 - 0.1
,,"稀罕没理由","潘玮柏",,红色,分开,99 + 165、99 + 166、99 + 165、99 + 166、99 + 165、99 + 166、99 + 165、99 + 166、99 + 165、99 + 166,B - 四轨单点^^^B - 四轨单点,B - 二轨单点^^^B - 二轨单点、四轨单点,96,196,44 + 0.0,165、166,B - 四轨单点,B - 二轨单点、四轨单点,96,196,486744,23 + 0.0
,,"Trap","Henry",,红色,分开,72 + 200、72 + 201、72 + 200、72 + 201、72 + 200、72 + 201、72 + 200、72 + 201、72 + 200、72 + 201,A - 三四轨滑键^^^B - 二轨单点,A - 三轨单点^^^B - 三轨单点,137,266,44 - 0.2,200、201,B - 二轨单点,B - 三轨单点,137,266,561535,22 - 0.1
N,6,"Not Another Song About Love","Hollywood Ending",,,分开,544 + 624、544 + 625、545 + 624、545 + 625、545 + 624、545 + 625、545 + 624、545 + 625、545 + 624、545 + 625,B - 四轨单点^^^B - 一轨单点,B - 二轨单点^^^B - 三轨单点,323,770,63 - 0.4,544、545,B - 四轨单点,B - 二轨单点,323,770,1323765,32 + 0.2
W,6,"What Makes You Beautiful","One Direction",,红色,分开,135 + 320,A - 二轨单点^^^B - 一轨单点,A - 一轨单点、四轨单点^^^B - 一轨单点、三轨单点,199,452,74 + 0.0,135、320,A - 二轨单点,A - 一轨单点、四轨单点,199,452,1124396,37 + 0.0
,,"Whistle(困难版)","Flo Rida",100,,分开,1051 + 1340,B - 一二轨滑条、四五轨滑条^^^B - 二一轨滑条,B - 一轨长条中间、四轨长条中间^^^B - 四轨单点,572,1433,84 + 0.1,1051,B - 一二轨滑条、四五轨滑条,B - 一轨长条中间、四轨长条中间,572,1433,2501626,45 + 0.0
,,"Get It On The Floor","DMX",,,分开,240 + 381,A - 五轨长条左滑^^^A - 四轨长条开始,A - 一轨单点、五轨长条左滑^^^A - 三轨长条结尾、五轨单点,613,1241,91 + 0.1,240,A - 五轨长条左滑,A - 一轨单点、五轨长条左滑,613,1241,2347396,47 + 0.0
H,7,"好想大声说喜欢你","BAAD",,,分开,201 + 600,A - 一轨长条开始^^^B - 一轨单点、三轨单点,A - 四轨长条左滑^^^B - 四轨长条左滑,396,976,78 + 0.3,600,B - 一轨单点、三轨单点,B - 四轨长条左滑,396,976,1557991,40 - 0.1
J,8,"禁绝边境线","Walküre",,,分开,361 + 579,A - 一轨长条中间^^^B - 二轨长条开始,A - 二轨长条结尾、三轨长条结尾^^^B - 三轨单点,443,966,69 + 0.0,361,A - 一轨长条中间,A - 二轨长条结尾、三轨长条结尾,443,966,1685477,35 - 0.2
L,6,"铃兰(QQ炫舞手游原创音乐)","埋葬&优十",,,分开,106 + 495,A - 一轨长条开始^^^B - 四轨长条开始,A - 二一轨滑键^^^B - 三四轨滑键,369,733,74 - 0.5,495,B - 四轨长条开始,B - 三四轨滑键,369,733,1443320,37 - 0.1
,,"左边","杨丞琳",,红色,分开,191 + 478,A - 二一轨滑条、三四轨滑条^^^B - 四轨单点,A - 三轨单点^^^B - 三轨长条中间,292,583,70 - 0.3,478,B - 四轨单点,B - 三轨长条中间,292,583,1151131,35 + 0.0
,,"素颜","许嵩/何曼婷",,红色,分开,93 + 144、93 + 146、93 + 147、93 + 144、93 + 146、93 + 147、93 + 144、93 + 146、93 + 147、93 + 144,B - 一轨单点^^^B - 四轨单点,B - 一轨单点^^^B - 四轨长条结尾,91,209,39 + 0.1,144、146、147,B - 四轨单点,B - 四轨长条结尾,91,209,420472,21 - 0.4
B,6,"白骑士","QQ炫舞原创",,红色,分开,118 + 206,A - 一轨长条开始^^^A - 一轨单点,A - 三轨单点^^^A - 三轨单点,348,655,69 - 0.1,118,A - 一轨长条开始,A - 三轨单点,348,655,1213876,35 + 0.0
,,"No One Else Like You","Adam Levine",,红色,分开,367 + 473,B - 一轨长条开始^^^B - 一轨长条中间,B - 二轨长条中间^^^B - 一轨长条结尾、四轨长条结尾,250,582,66 - 0.3,473,B - 一轨长条中间,B - 一轨长条结尾、四轨长条结尾,250,582,1019931,35 - 0.4
,,"千年","SING女团",,红色,分开,213 + 277,B - 二轨单点、四轨单点^^^B - 二一轨滑键、四轨单点,B - 二轨单点^^^B - 三轨单点,145,325,62 + 0.0,213、277,B - 二轨单点、四轨单点,B - 二轨单点,145,325,877784,31 + 0.0
C,8,"Chilli","SEVENTEEN",20,,分开,139 + 205、139 + 558,A - 二轨单点^^^A - 四轨单点,A - 四轨单点^^^A - 三四轨滑键,423,933,77 + 0.3,139,A - 二轨单点,A - 四轨单点,423,933,1938461,39 + 0.1
,,"曖昧スクリーム","平野绫",,,分开,16 + 757,A - 四轨单点^^^B - 五轨长条中间,A - 三轨单点^^^B - 一轨单点、五轨单点,676,1399,109 + 0.4,757,B - 五轨长条中间,B - 一轨单点、五轨单点,676,1399,2733029,57 + 0.0
W,6,"What Do You Mean?","Justin Bieber",,红色,分开,330 + 408、331 + 408、343 + 408,B - 二轨单点^^^B - 三轨单点,B - 一轨长条结尾、四轨单点^^^B - 二轨单点,228,606,67 + 0.3,408,B - 三轨单点,B - 二轨单点,228,606,1231083,34 - 0.2
G,9,"Get Cool","Stray Kids",,,分开,239 + 656,A - 一轨长条开始、四轨长条开始^^^B - 一轨长条开始、四轨长条开始,A - 一轨长条中间、四轨长条中间^^^B - 一轨长条中间、四轨长条中间,456,877,80 + 0.2,656,B - 一轨长条开始、四轨长条开始,B - 一轨长条中间、四轨长条中间,456,877,1709740,41 - 0.4
A,7,"Apple Is A","T-ara",,红色,分开,142 + 333、142 + 334、142 + 336,A - 三轨单点^^^B - 四轨单点,A - 四轨单点^^^B - 一轨单点,235,452,69 + 0.3,333、334、336,B - 四轨单点,B - 一轨单点,235,452,1022319,36 + 0.2
N,10,"Naruto Main Theme","六三四",50,,分开,1512 + 1833,B - 一轨长条右滑、四轨长条开始^^^B - 四轨单点,B - 二轨单点^^^B - 二轨长条结尾、四轨长条结尾,1014,1910,86 + 0.1,1512,B - 一轨长条右滑、四轨长条开始,B - 二轨单点,1014,1910,3115241,44 + 0.1
,,"We Don't Talk Anymore","Charlie Puth / Selena Gomez",,红色,分开,120 + 149、120 + 150、120 + 151、120 + 152、120 + 153、120 + 149、120 + 150、120 + 151、120 + 152、120 + 153,B - 四轨单点^^^B - 二轨单点,B - 二轨单点^^^B - 三轨单点,74,171,29 + 0.0,120、121、122、123、124、125、150、151、152、153,B - 四轨单点,B - 二轨单点,74,171,431092,15 - 0.5
X,10,"星月夜","和楽器バンド",,,分开,754 + 996,B - 一二轨滑条、四轨长条开始^^^B - 四轨长条中间,B - 二轨长条左滑、三轨长条结尾^^^B - 二轨长条右滑、四轨单点,581,1145,111 - 0.5,754,B - 一二轨滑条、四轨长条开始,B - 二轨长条左滑、三轨长条结尾,581,1145,2586656,61 + 0.2
Z,7,"再遇不到你这样的人","庄心妍",,红色,分开,504 + 668,B - 一轨单点、三轨单点^^^B - 一轨长条开始、三轨长条开始,B - 一轨长条中间^^^B - 二轨单点,376,868,85 + 0.4,668,B - 一轨长条开始、三轨长条开始,B - 二轨单点,376,868,1583738,43 + 0.4
,,"棉花糖","至上励合",,红色,分开,168 + 267、174 + 267、175 + 267、181 + 267,B - 一轨长条开始^^^B - 一轨长条中间,B - 二轨单点^^^B - 四轨单点,154,386,66 - 0.2,168、174、175、181,B - 一轨长条开始,B - 二轨单点,154,386,819538,33 + 0.0
,,"We are the stars(QQ炫舞手游原创音乐)","Osz",,红色,分开,188 + 528、377 + 528,A - 四轨长条开始^^^B - 三轨单点,A - 三轨长条左滑^^^B - 三轨长条中间,338,593,59 - 0.1,528,B - 三轨单点,B - 三轨长条中间,338,593,1017428,30 - 0.2
T,6,"The New Kings","Vicetone/Popeska/Luciana",,红色,分开,278 + 427,B - 二一轨滑条^^^B - 二一轨滑键、四轨单点,B - 二轨单点^^^B - 一轨长条中间,225,508,66 - 0.1,278,B - 二一轨滑条,B - 二轨单点,225,508,1280405,35 + 0.0
,,"因你而在","林俊杰",,红色,分开,172 + 399,A - 四轨长条中间^^^B - 二轨单点、三轨单点,A - 三轨单点^^^B - 三轨长条中间,220,481,51 - 0.3,399,B - 二轨单点、三轨单点,B - 三轨长条中间,220,481,871859,26 + 0.1
B,7,"不可思议","金莎",,红色,分开,183 + 465,A - 一轨单点、四轨单点^^^B - 一轨单点、四轨单点,A - 三轨单点^^^B - 二轨单点,282,580,73 - 0.4,183、465,A - 一轨单点、四轨单点,A - 三轨单点,282,580,1222831,36 + 0.3
