字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
Z,6,"再遇不到你这样的人","庄心妍",50,红色,分开,515 + 614、516 + 614,B - 右下单点^^^B - 左边右滑条中间、右边单点,B - 右边单点^^^B - 左下左滑条结尾、右边单点,351,726,71 - 0.2,614,B - 左边右滑条中间、右边单点,B - 左下左滑条结尾、右边单点,351,726,1347249,37 + 0.1
X,6,"小星星","汪苏泷",,,分开,256 + 573,A - 左下左滑条开始^^^B - 左下单点,A - 左边左滑条结尾、右边单点^^^B - 右边单点,413,857,71 - 0.4,256,A - 左下左滑条开始,A - 左边左滑条结尾、右边单点,413,857,1498428,35 + 0.4
B,6,"白骑士","QQ炫舞原创",,,分开,237 + 554,A - 右边单点^^^B - 左下单点、右下单点,A - 左边长条结尾、右下右滑条开始^^^B - 左边单点,382,770,68 - 0.1,554,B - 左下单点、右下单点,B - 左边单点,382,770,1313741,34 + 0.4
B,9,"Butter Fly","和田光司",,,分开,515 + 1116,A - 右下单点^^^B - 右边滑点,A - 左边右滑条结尾、右下单点^^^B - 左边长条中间、右下右滑条中间,614,1256,83 - 0.3,507、515,A - 右边长条结尾、左边滑点,A - 右边长条中间、左边左滑条右拐,614,1256,2211857,42 - 0.1
I,8,"I Want My Tears Back","NIGHT WISH",,,分开,632 + 740、632 + 744,B - 左下单点^^^B - 左下单点,B - 右下滑点^^^B - 左边滑点,520,1084,95 + 0.4,632,B - 左下单点,B - 右下滑点,520,1084,2273076,49 - 0.4
,,"爱的就是你","刘佳",,红色,分开,193 + 373,A - 右下单点^^^B - 左下单点,A - 右边滑点^^^B - 右边单点,248,514,66 - 0.4,373,B - 左下单点,B - 右边单点,248,514,1042804,33 + 0.2
,,"江南","林俊杰",,红色,分开,158 + 489,A - 左边滑点^^^B - 左边长条中间、右边单点,A - 左边单点、右边单点^^^B - 右边滑点,268,586,79 - 0.4,158,A - 左边滑点,A - 左边单点、右边单点,268,586,1109175,42 - 0.3
,,"心率","鹿晗",,红色,分开,88 + 281,A - 左边单点^^^B - 左边单点,A - 左下单点^^^B - 右边长条开始,176,365,57 + 0.4,88,A - 左边单点,A - 左下单点,176,365,724542,29 + 0.0
B,7,"Bing Bing","Crayon Pop",,,分开,95 + 393,A - 左下单点^^^A - 右下单点,A - 右下右滑条结尾、左边单点^^^A - 左下左滑条结尾、右边单点,463,913,71 - 0.2,393,A - 右下单点,A - 左下左滑条结尾、右边单点,463,913,1910550,35 + 0.4
,,"千年","SING女团",,红色,分开,123 + 335,A - 左边单点、右边单点^^^B - 左边长条结尾、右边滑点,A - 右边左滑条开始^^^B - 右下单点,225,501,76 - 0.3,335,B - 左边长条结尾、右边滑点,B - 右下单点,225,501,1024765,38 + 0.2
G,9,"Gee","少女时代",,,分开,296 + 1160、299 + 1160,A - 右下单点^^^B - 左下滑点、右边长条开始,A - 右下单点^^^B - 左边滑点、右边单点,657,1264,80 + 0.0,1160,B - 左下滑点、右边长条开始,B - 左边滑点、右边单点,657,1264,2004554,43 - 0.2
F,8,"Faded(困难版)","Alan Walker",,,分开,197 + 968,A - 左边右滑条开始、右边左滑条开始^^^B - 左下左滑条开始、右边左滑条开始,A - 左边左滑条右拐、右下左滑条右拐^^^B - 右下左滑条右拐、左边单点,850,1640,83 - 0.2,197,A - 左边右滑条开始、右边左滑条开始,A - 左边左滑条右拐、右下左滑条右拐,850,1640,2409459,42 + 0.3
,,"剩下的盛夏","TFBOYS",,红色,分开,313 + 406,B - 左边单点、右边单点^^^B - 右边单点,B - 右下单点^^^B - 右边长条结尾,288,529,66 - 0.5,344,B - 左下单点、右边单点,B - 左边单点、右下单点,288,529,978930,35 - 0.5
B,7,"表白","萧亚轩",,,分开,286 + 341,B - 右边单点^^^B - 左边单点,B - 右边单点^^^B - 左边单点,286,654,66 + 0.2,286,B - 右边单点,B - 右边单点,286,654,1337752,34 - 0.4
,,"我的梦","张靓颖",,红色,分开,185 + 260,A - 右下长条开始^^^B - 左下长条中间,A - 左下单点、右下单点^^^B - 右边单点,231,538,65 - 0.3,260,B - 左下长条中间,B - 右边单点,231,538,1053861,34 + 0.0
W,9,"Whistle(困难版)","Flo Rida",50,,分开,398 + 559、399 + 559、400 + 559,A - 左下单点^^^A - 左下左滑条中间、右边单点,A - 左边单点^^^A - 左边单点,659,1469,79 + 0.4,559,A - 左下左滑条中间、右边单点,A - 左边单点,659,1469,2646015,41 + 0.2
,,"我们都一样","张杰",,红色,分开,286 + 597、286 + 599,A - 右边滑点^^^B - 中间单点、右边单点,A - 右边长条中间^^^B - 左下滑点、右下滑点,437,763,76 - 0.4,597、599,B - 中间单点、右边单点,B - 左下滑点、右下滑点,437,763,1428833,38 + 0.3
,,"我乐意(QQ炫舞系列主题曲)","许嵩",,,分开,185 + 455,A - 右边单点^^^B - 左下单点,A - 右边单点^^^B - 左边单点,292,602,59 - 0.2,185、455,A - 右边单点,A - 右边单点,292,602,1150364,29 + 0.4
,,"全部都是你","Dragon Pig",,红色,分开,99 + 231,A - 左边单点^^^B - 左下单点、右下单点,A - 左边单点^^^B - 左边右滑条结尾,178,389,57 - 0.2,231,B - 左下单点、右下单点,B - 左边右滑条结尾,178,389,791849,29 - 0.3
T,6,"Timber","Pitbull",,,分开,226 + 428、228 + 428、230 + 428,A - 左边单点、右边单点^^^B - 左下单点、右边单点,A - 左边长条结尾、右下单点^^^B - 右下单点,303,653,65 + 0.1,428,B - 左下单点、右边单点,B - 右下单点,303,653,1258613,33 - 0.3
W,9,"无可取代","李雪岩",,,分开,379 + 738、379 + 743、738 + 1073、743 + 1073,A - 右下右滑条中间、左边单点^^^B - 右边单点,A - 右边单点^^^B - 右边单点,594,1355,84 + 0.2,738、743,B - 右边单点,B - 右边单点,594,1355,2465503,42 + 0.2
,,"丑八怪","薛之谦",,红色,分开,406 + 534,B - 右下单点^^^B - 左边右滑条开始,B - 左边单点、右边单点^^^B - 左下长条结尾、右下单点,270,694,70 + 0.1,534,B - 左边右滑条开始,B - 左下长条结尾、右下单点,270,694,1225443,35 + 0.4
,,"绿光","孙燕姿",,红色,分开,192 + 404、404 + 584,A - 左边单点^^^B - 左边单点、右下单点,A - 左边单点、右下单点^^^B - 左边单点,312,656,73 + 0.0,404,B - 左边单点、右下单点,B - 左边单点,312,656,1207147,38 + 0.1
L,6,"Long Kiss Good Bye","Halcali",,,分开,176 + 526,A - 左边单点^^^B - 左边单点、右边单点,A - 左边单点、右边单点^^^B - 右边单点,373,738,79 + 0.0,176,A - 左边单点,A - 左边单点、右边单点,373,738,1602275,41 - 0.5
,,"CALL ME BABY","EXO",,红色,分开,167 + 343,A - 右边单点^^^B - 左下单点、右下单点,A - 左边单点^^^B - 左下单点、右边单点,241,496,71 + 0.2,167,A - 右边单点,A - 左边单点,241,496,1041708,37 + 0.2
,,"淋雨一直走","张韶涵",,红色,分开,100 + 246,A - 左边单点、右边单点^^^B - 左下单点、右下单点,A - 左边单点、右边单点^^^B - 左边单点、右边单点,149,299,61 + 0.4,246,B - 左下单点、右下单点,B - 左边单点、右边单点,149,299,739036,33 - 0.3
,,"左边","杨丞琳",,红色,分开,162 + 489,A - 右下长条开始^^^B - 左下滑点,A - 右下右滑条结尾、左下单点^^^B - 左边单点,270,591,62 - 0.5,489,B - 左下滑点,B - 左边单点,270,591,1065670,32 - 0.2
D,9,"大艺术家(困难版)","蔡依林",,,分开,68 + 161,A - 左边滑点^^^A - 右边滑点,A - 左边单点^^^A - 右下单点,673,1163,73 + 0.2,161,A - 右边滑点,A - 右下单点,673,1163,1968257,37 - 0.4
Q,9,"青鸟","生物股长",,,分开,891 + 1030,B - 左边单点、右边单点^^^B - 左边单点,B - 中间右滑条中间^^^B - 左下单点,645,1378,118 + 0.1,891,B - 左边单点、右边单点,B - 中间右滑条中间,645,1378,2455214,62 + 0.4
E,6,"Enough","GOT7",,,分开,246 + 573、247 + 573、248 + 573、249 + 573,A - 右边单点^^^B - 右下单点,A - 右边单点^^^B - 左边长条开始,310,654,63 - 0.2,246、247、248、249,A - 右边单点,A - 右边单点,310,654,1307035,32 + 0.3
,,"凉凉","杨宗纬/张碧晨",,红色,分开,252 + 435,B - 左边单点^^^B - 左下滑点,B - 右下单点^^^B - 左边右滑条开始,213,541,59 + 0.4,435,B - 左下滑点,B - 左边右滑条开始,213,541,900693,30 - 0.2
B,8,"Brave Heart","宮崎歩",,,分开,376 + 881,A - 右边长条中间、左下滑点^^^B - 左下单点,A - 右边长条中间、左边单点^^^B - 左下单点、右下单点,645,1154,99 - 0.1,881,B - 左下单点,B - 左下单点、右下单点,645,1154,2001529,50 + 0.3
T,8,"to the beginning","Kalafina",,,分开,334 + 805,A - 左边右滑条结尾、右边单点^^^B - 左边单点、右边单点,A - 左边单点、右边单点^^^B - 右边单点,702,1136,86 + 0.4,805,B - 左边单点、右边单点,B - 右边单点,702,1136,2014389,43 + 0.2
K,10,"克罗地亚狂想曲","马克西姆",,,分开,1179 + 1255,B - 左下单点^^^B - 左边滑点、右下滑点,B - 左边滑点、右下滑点^^^B - 左边单点、右边单点,652,1387,104 + 0.1,1255,B - 左边滑点、右下滑点,B - 左边单点、右边单点,652,1387,2599205,57 - 0.3
L,7,"Love So Soft","Kelly Clarkson",,,分开,493 + 687、494 + 687,B - 右边长条中间^^^B - 左下长条开始、右下单点,B - 左边滑点^^^B - 左边单点、右边单点,417,925,77 - 0.3,687,B - 左下长条开始、右下单点,B - 左边单点、右边单点,417,925,1649051,39 + 0.4
X,7,"炫舞国度","BOX.COM",,,分开,589 + 674,B - 右边单点^^^B - 左下单点、右边单点,B - 左下左滑条中间^^^B - 左下单点、右下单点,349,768,81 + 0.4,674,B - 左下单点、右边单点,B - 左下单点、右下单点,349,768,1603760,41 + 0.0
,,"下个，路口，见","李宇春",,红色,分开,152 + 376,A - 右下长条开始^^^B - 左下长条开始,A - 左边单点^^^B - 右边单点,229,470,67 + 0.4,376,B - 左下长条开始,B - 右边单点,229,470,895749,34 + 0.1
,,"不朽之罪","双笙/玄觞",,红色,分开,279 + 366,B - 右下单点^^^B - 右下单点,B - 右边单点^^^B - 右边单点,158,455,58 + 0.4,366,B - 右下单点,B - 右边单点,158,455,853556,30 - 0.5
,,"Wind flower","MAMAMOO",,,分开,80 + 387、80 + 389,A - 左下单点^^^B - 右边单点,A - 右边长条结尾^^^B - 右下单点,343,717,66 + 0.1,387、389,B - 右边单点,B - 右下单点,343,717,1305067,33 - 0.2
T,7,"The New Kings","Vicetone/Popeska/Luciana",,,分开,160 + 235、235 + 570,A - 右下滑点^^^A - 右边单点,A - 左边单点、右边单点^^^A - 左边单点、右边单点,347,754,75 + 0.2,235,A - 右边单点,A - 左边单点、右边单点,347,754,1482144,38 - 0.3
,,"We Don't Talk Anymore","Charlie Puth / Selena Gomez",,红色,分开,231 + 415,B - 右边滑点^^^B - 左边滑点,B - 左边滑点^^^B - 左边右滑条结尾,220,509,54 + 0.0,415,B - 左边滑点,B - 左边右滑条结尾,220,509,911920,28 + 0.2
B,8,"Be My Baby","Wonder Girls",,,分开,278 + 393,A - 左边滑点^^^A - 左下单点,A - 左边长条结尾、右边左滑条结尾^^^A - 中间左滑条结尾、右边左滑条结尾,688,1123,72 + 0.2,393,A - 左下单点,A - 中间左滑条结尾、右边左滑条结尾,688,1123,1742386,38 - 0.5
C,9,"Crash","The Primitives",20,,分开,387 + 943,A - 左下左滑条开始、右边左滑条开始^^^B - 左边右滑条中间,A - 左边滑点^^^B - 中间单点、右边单点,621,1471,104 - 0.5,943,B - 左边右滑条中间,B - 中间单点、右边单点,621,1471,2277691,54 + 0.3
,,"Blue Skies","Lenka",,红色,分开,79 + 429,A - 右边单点^^^B - 右边滑点,A - 左下单点^^^B - 左下长条结尾、右边长条结尾,214,563,58 - 0.4,79,A - 右边单点,A - 左下单点,214,563,1033300,30 - 0.5
C,8,"CLEAR","坂本真綾",,,分开,333 + 717,A - 左下单点、右边单点^^^B - 左边单点、右下单点,A - 右下滑点^^^B - 左下滑点,478,1008,90 - 0.4,333、717,A - 左下单点、右边单点,A - 右下滑点,478,1008,2194923,45 - 0.2
K,6,"KNOCK KNOCK","TWICE",,红色,分开,89 + 356,A - 左下单点、右边单点^^^B - 右下右滑条开始,A - 左下左滑条结尾、右边左滑条结尾^^^B - 左下单点、右边单点,228,576,68 - 0.3,356,B - 右下右滑条开始,B - 左下单点、右边单点,228,576,1231694,34 - 0.3
,,"回忆那么伤","孙子涵",,红色,分开,427 + 500,B - 左边单点^^^B - 右边单点,B - 右下单点^^^B - 左边单点,209,565,70 - 0.4,500,B - 右边单点,B - 左边单点,209,565,1182757,37 - 0.5
,,"不醉不会","田馥甄",,,分开,539 + 711、541 + 711,B - 左边单点^^^B - 左边右滑条结尾、右下单点,B - 左边单点^^^B - 右下长条结尾、左边单点,422,844,71 - 0.3,539、541,B - 左边单点,B - 左边单点,422,844,1500593,36 - 0.1
F,10,"Flower Dance(困难版)","DJ OKAWARI",,,分开,431 + 620、433 + 620,B - 右下单点^^^B - 右边单点,B - 左边单点、右下单点^^^B - 左边单点、右下单点,358,946,83 - 0.4,620,B - 右边单点,B - 左边单点、右下单点,358,946,2007595,41 + 0.4
,,"可以了","陈奕迅",100,红色,分开,324 + 527,A - 右边长条中间^^^B - 右下单点,A - 右下右滑条结尾、左边滑点^^^B - 左下单点、右下单点,406,721,65 + 0.3,324,A - 右边长条中间,A - 右下右滑条结尾、左边滑点,406,721,1190774,33 + 0.2
,,"Trap","Henry",,红色,分开,109 + 314、110 + 314,A - 右下单点^^^B - 左下长条开始,A - 右下单点^^^B - 左下单点,207,425,64 - 0.1,314,B - 左下长条开始,B - 左下单点,207,425,756791,33 + 0.2
W,6,"往后余生","王贰浪",,,分开,449 + 531,B - 中间单点^^^B - 右边长条开始,B - 右边单点^^^B - 右边单点,444,1056,72 + 0.1,449,B - 中间单点,B - 右边单点,444,1056,1571530,37 - 0.2
,,"带你去旅行","校长",,红色,分开,216 + 410,A - 左边单点^^^B - 左边单点、右边单点,A - 右边单点^^^B - 左边单点,302,597,63 + 0.3,410,B - 左边单点、右边单点,B - 左边单点,302,597,1176424,32 + 0.0
,,"Hola","Flo Rida/Maluma",,红色,分开,122 + 201、122 + 208、122 + 209,A - 右下滑点^^^A - 右下单点,A - 左边单点、右下单点^^^A - 左下单点,299,550,62 - 0.5,122,A - 右下滑点,A - 左边单点、右下单点,299,550,1054638,32 + 0.4
L,6,"恋爱循环","花泽香菜",,红色,分开,202 + 379、202 + 380、202 + 388、202 + 389,A - 左边长条开始^^^B - 右下单点,A - 左边滑点^^^B - 左下单点,302,560,67 + 0.4,379、380、388、389,B - 右下单点,B - 左下单点,302,560,1131937,34 - 0.3
M,6,"Maps","Maroon 5",,红色,分开,212 + 547,A - 右下单点^^^B - 右下滑点,A - 右下滑点^^^B - 左边滑点,273,600,69 - 0.2,212,A - 右下单点,A - 右下滑点,273,600,1310156,35 - 0.2
I,6,"I Love You","玉泽演/吴映洁",,红色,分开,172 + 689,A - 左边单点^^^B - 右下滑点,A - 右下右滑条中间、左边单点^^^B - 右下右滑条结尾、左下单点,349,786,80 + 0.3,689,B - 右下滑点,B - 右下右滑条结尾、左下单点,349,786,1298280,41 - 0.2
S,7,"什么什么","蔡依林",,,分开,293 + 597,A - 右边单点^^^B - 右下单点,A - 左下单点^^^B - 右下滑点,357,769,63 + 0.2,597,B - 右下单点,B - 右下滑点,357,769,1444055,32 + 0.1
G,8,"Glimmer","祈Inory",,红色,分开,305 + 771,A - 左边长条中间^^^B - 左边长条中间、右下滑点,A - 左边单点、右边单点^^^B - 右边单点,405,879,89 + 0.2,771,B - 左边长条中间、右下滑点,B - 右边单点,405,879,1680428,45 - 0.1
C,9,"Candy Pop","TWICE",,,分开,311 + 847、728 + 847,A - 左下单点^^^B - 左下滑点、右边滑点,A - 左下左滑条结尾、右下右滑条结尾^^^B - 左边单点、右边单点,447,996,76 + 0.4,847,B - 左下滑点、右边滑点,B - 左边单点、右边单点,447,996,1818798,38 + 0.4
,,"You Are","GOT7",,红色,分开,128 + 292、128 + 293,A - 左边单点、右边单点^^^B - 右边长条结尾,A - 左边单点、右边单点^^^B - 左边单点、右边单点,176,411,59 + 0.1,292、293,B - 右边长条结尾,B - 左边单点、右边单点,176,411,783516,30 - 0.4
L,7,"凉凉(困难版)","杨宗纬/张碧晨",,,分开,583 + 891、583 + 893、585 + 891、585 + 893,A - 左下左滑条结尾、右边滑点^^^A - 右下右滑条结尾、左边滑点,A - 右下滑点^^^A - 左下滑点,1007,1857,91 - 0.2,583、585、891、893,A - 左下左滑条结尾、右边滑点,A - 右下滑点,1007,1857,2653285,45 + 0.4
,,"Synchronise","INFINITE",,,分开,295 + 658,A - 右边左滑条中间^^^B - 左边右滑条中间,A - 左下单点、右下单点^^^B - 左下单点、右下单点,389,809,63 - 0.2,295、658,A - 右边左滑条中间,A - 左下单点、右下单点,389,809,1207007,31 + 0.4
A,7,"爱投罗网","罗志祥",,,分开,276 + 434、434 + 686,A - 右边单点^^^B - 右下单点,A - 左下单点^^^B - 右下单点,348,797,69 - 0.5,434,B - 右下单点,B - 右下单点,348,797,1513164,35 - 0.4
*,9,"ペガサス幻想","MAKE-UP",,,分开,214 + 496,A - 左边左滑条开始^^^B - 左边长条中间,A - 左边单点^^^B - 左边单点,468,1114,78 + 0.1,496,B - 左边长条中间,B - 左边单点,468,1114,1914205,40 + 0.3
,,"修炼爱情","林俊杰 ",,,分开,539 + 752,B - 右边单点^^^B - 左边单点,B - 左边单点^^^B - 右边长条中间,280,857,63 + 0.4,539,B - 右边单点,B - 左边单点,280,857,1370578,33 - 0.2
Q,6,"期待","Girl's Day",,红色,分开,173 + 453,A - 左边单点^^^B - 右边单点,A - 右边单点^^^B - 左下单点、右边单点,228,513,64 - 0.4,453,B - 右边单点,B - 左下单点、右边单点,228,513,1092167,32 - 0.2
,,"夜宴风波","音阙诗听/王梓钰",,红色,分开,156 + 308、157 + 308,A - 右下单点^^^B - 左边单点,A - 右下滑点^^^B - 左边单点,242,438,65 + 0.4,156、157,A - 右下单点,A - 右下滑点,242,438,913482,33 + 0.4
*,9,"101个愿望","火箭少女101杨超越/火箭少女101赖美云/火箭少女101傅菁",,,分开,183 + 845,A - 左下单点、右下单点^^^B - 左下单点、右下单点,A - 左下单点、右下单点^^^B - 左下单点、右边单点,695,1491,80 - 0.2,183、845,A - 左下单点、右下单点,A - 左下单点、右下单点,695,1491,2216059,40 - 0.1
F,8,"Fight For You","潘玮柏",,,分开,382 + 446、384 + 446、385 + 446,A - 左边左滑条结尾、右边单点^^^A - 左边单点、右边单点,A - 右下单点^^^A - 左边单点、右边单点,501,1022,77 - 0.4,391,A - 右边单点,A - 左边单点、右边单点,501,1022,1849566,40 - 0.4
,,"Pure","向井太一",,红色,分开,93 + 399,A - 右下单点^^^B - 右边单点,A - 右边单点^^^B - 左边单点、右边单点,229,445,58 + 0.3,93,A - 右下单点,A - 右边单点,229,445,858577,30 - 0.5
,,"Love a Girl Right","Little Mix",,红色,分开,218 + 311,B - 左边滑点^^^B - 右边单点,B - 左边单点^^^B - 左下单点、右边单点,211,452,64 + 0.0,218,B - 左边滑点,B - 左边单点,211,452,867144,32 + 0.3
,,"非酋","薛明媛/朱贺",,红色,分开,150 + 389,A - 右下单点^^^B - 左下单点,A - 左下单点^^^B - 右下单点,247,510,63 + 0.0,150、389,A - 右下单点,A - 左下单点,247,510,1049906,32 - 0.5
W,8,"Why So Lonely","Wonder Girls",,,分开,856 + 941,B - 左边单点、右边单点^^^B - 左下滑点,B - 左边单点^^^B - 左边右滑条中间、右边左滑条中间,451,1018,75 - 0.3,856,B - 左边单点、右边单点,B - 左边单点,451,1018,1973286,39 - 0.4
B,6,"Boys","Charli XCX",,红色,分开,254 + 765,A - 左边单点、右边单点^^^B - 左边滑点,A - 右下滑点^^^B - 右边滑点,441,875,76 - 0.4,765,B - 左边滑点,B - 右边滑点,441,875,1478828,42 + 0.3
S,8,"SUNSET","TWICE",,,分开,293 + 806,A - 左边单点、右下单点^^^B - 左下左滑条中间,A - 左边单点、右下单点^^^B - 右下滑点,605,1274,69 + 0.1,806,B - 左下左滑条中间,B - 右下滑点,605,1274,2077376,35 - 0.4
W,9,"Wake up!","AAA",,,分开,517 + 645,B - 左边单点、右下单点^^^B - 右下滑点,B - 左边单点、右下单点^^^B - 左边长条结尾、右下单点,382,1054,88 - 0.5,517,B - 左边单点、右下单点,B - 左边单点、右下单点,382,1054,2026312,46 - 0.3
B,6,"Bo Peep Bo Peep","T-ara",,,分开,76 + 531,A - 左边滑点^^^B - 右边滑点,A - 右下单点^^^B - 右下单点,362,743,70 - 0.3,531,B - 右边滑点,B - 右下单点,362,743,1371083,35 - 0.1
,,"Flower Dance","DJ OKAWARI",,红色,分开,157 + 196、157 + 197、157 + 198,B - 右边单点^^^B - 右边单点,B - 左边单点^^^B - 右边滑点,112,259,58 + 0.2,180、181、184,B - 左下单点,B - 左边滑点,112,259,706052,31 - 0.4
,,"无限大","孙燕姿",,红色,分开,508 + 625、509 + 625,B - 右下单点^^^B - 左下滑点,B - 左边单点^^^B - 左边单点、右边单点,425,692,67 - 0.5,625,B - 左下滑点,B - 左边单点、右边单点,425,692,1236801,34 - 0.5
W,6,"What Do You Mean?","Justin Bieber",,,分开,76 + 441、76 + 442,A - 左下单点^^^B - 左边单点,A - 右边单点^^^B - 右边单点,295,601,57 - 0.4,76,A - 左下单点,A - 右边单点,295,601,1120528,30 - 0.5
Z,9,"直到世界终结(困难版)","WANDS",20,,分开,1203 + 1306,B - 左边滑点^^^B - 左边长条结尾、右下单点,B - 右边单点^^^B - 左下单点,585,1575,85 - 0.4,1232,B - 左边右滑条开始、右边长条开始,B - 右边左滑条结尾、左下单点,585,1575,2364021,43 - 0.4
S,9,"SWEET TALKER","TWICE",,,分开,233 + 677,A - 左边单点、右边滑点^^^B - 左下单点,A - 左边单点、右边单点^^^B - 左边单点、右边单点,554,1209,85 - 0.1,677,B - 左下单点,B - 左边单点、右边单点,554,1209,2107870,45 + 0.4
,,"DAY BY DAY","T-ara",,红色,分开,208 + 576,A - 左下单点^^^B - 右边左滑条结尾、左边单点,A - 右下右滑条结尾、左边长条开始^^^B - 中间单点,352,678,79 + 0.1,576,B - 右边左滑条结尾、左边单点,B - 中间单点,352,678,1244575,40 - 0.3
M,6,"梦想时代(QQ炫舞系列主题曲)","刘人语/罗奕佳/苏芮琪",,红色,分开,210 + 565、211 + 565、475 + 565,A - 中间单点^^^B - 右边单点,A - 左边单点、右下单点^^^B - 右边单点,294,702,69 - 0.4,565,B - 右边单点,B - 右边单点,294,702,1256729,36 - 0.2
W,6,"Wolves","Selena Gomez/Marshmello",,,分开,252 + 609,A - 右边单点^^^B - 左边单点,A - 右边单点^^^B - 左边单点,390,778,69 + 0.1,609,B - 左边单点,B - 左边单点,390,778,1534967,35 - 0.3
Z,9,"Zillion Lights","めらみぽっぷ",,,分开,890 + 1017,B - 左下单点、右边单点^^^B - 左边单点、右下单点,B - 左下单点、右边单点^^^B - 左下单点、右边单点,566,1160,93 - 0.2,1017,B - 左边单点、右下单点,B - 左下单点、右边单点,566,1160,2286534,47 + 0.2
H,9,"HUSTLE","陈梓童",,,分开,160 + 704、161 + 704、162 + 704、163 + 704,A - 右边单点^^^B - 右下单点,A - 左边左滑条结尾、右下单点^^^B - 左边单点、右边单点,620,1380,88 - 0.1,704,B - 右下单点,B - 左边单点、右边单点,620,1380,2578785,45 - 0.2
N,7,"Not Another Song About Love","Hollywood Ending",,,分开,727 + 866,B - 左边长条开始^^^B - 右下长条中间,B - 左边单点、右边单点^^^B - 左边单点、右边单点,462,940,73 - 0.3,866,B - 右下长条中间,B - 左边单点、右边单点,462,940,1663204,38 - 0.1
,,"夜空中最亮的星","逃跑计划",,红色,分开,179 + 463、179 + 464,A - 右边长条开始^^^B - 右边单点,A - 右边单点^^^B - 左下单点、右下单点,386,705,70 + 0.3,179,A - 右边长条开始,A - 右边单点,386,705,1173902,35 + 0.3
N,6,"粘人精","圈9/谣君/新乐尘符",,,分开,232 + 568、232 + 569、232 + 570,A - 左边单点、右边单点^^^B - 右边左滑条中间,A - 左边单点^^^B - 右边单点,321,735,68 + 0.0,232,A - 左边单点、右边单点,A - 左边单点,321,735,1463238,34 + 0.2
*,9,"123我爱你(困难版)","新乐尘符",,,分开,278 + 443、278 + 981、443 + 981,A - 右下单点^^^A - 右边单点,A - 左边滑点、中间滑点^^^A - 中间滑点、右边滑点,719,1396,107 - 0.2,278、443、981,A - 右下单点,A - 左边滑点、中间滑点,719,1396,2389886,53 + 0.4
X,9,"星月夜","和楽器バンド",,,分开,21 + 776,A - 左边滑点^^^B - 左边单点、中间单点,A - 左边单点、右边单点^^^B - 左边单点、右边单点,585,1028,86 + 0.0,776,B - 左边单点、中间单点,B - 左边单点、右边单点,585,1028,1999429,44 - 0.5
Z,6,"再快乐一点","张韶涵",,,分开,378 + 842,A - 左下左滑条中间、右边单点^^^B - 右下右滑条中间、左边单点,A - 左边单点^^^B - 右边单点,484,1060,79 - 0.4,378、842,A - 左下左滑条中间、右边单点,A - 左边单点,484,1060,1546422,39 + 0.3
U,9,"UNION","OxT",,,分开,258 + 753、258 + 769、258 + 771、274 + 753、274 + 769、274 + 771、274 + 753、274 + 769、274 + 771、274 + 753,A - 左下单点^^^B - 右下单点,A - 右下滑点^^^B - 左下滑点,508,1021,83 + 0.4,258、274、276、753、769、771,A - 左下单点,A - 右下滑点,508,1021,1986595,42 - 0.3
Y,8,"一吻天荒","胡歌",50,,分开,630 + 840,B - 左边长条开始^^^B - 左下单点、右下单点,B - 左下单点^^^B - 左边滑点、右边滑点,396,1189,89 - 0.4,840,B - 左下单点、右下单点,B - 左边滑点、右边滑点,396,1189,1928187,46 - 0.3
R,8,"Rookie","Red Velvet",,,分开,98 + 163、98 + 643,A - 左边单点^^^A - 左下左滑条中间,A - 左边单点、右下单点^^^A - 右下滑点,368,923,72 - 0.5,98,A - 左边单点,A - 左边单点、右下单点,368,923,1709658,36 + 0.1
J,6,"Just Dance","王一博",,红色,分开,205 + 512、205 + 514、205 + 532、205 + 534、206 + 512、206 + 514、206 + 532、206 + 534、207 + 512、207 + 514,A - 右边单点^^^B - 左边单点,A - 左边单点^^^B - 右边单点,318,625,78 + 0.2,205、207、225、227、512、514、532、534,A - 右边单点,A - 左边单点,318,625,1431204,39 + 0.1
N,8,"你和我的一天","水濑祈",,,分开,636 + 713、636 + 714、636 + 715,B - 右边单点^^^B - 左边单点,B - 右边长条结尾、左边单点^^^B - 左边单点,447,868,79 + 0.3,675、684,B - 左边单点,B - 左边单点、右边单点,447,868,1709862,40 + 0.4
D,6,"当你","林俊杰",,红色,分开,459 + 614,B - 左边单点^^^B - 右下右滑条开始,B - 左边单点、右边单点^^^B - 左下单点,366,907,88 - 0.1,614,B - 右下右滑条开始,B - 左下单点,366,907,1694652,45 - 0.1
L,9,"恋のパーフェクト微分方程式","ユウノウミ",,,分开,141 + 673,A - 右下单点^^^B - 右下单点,A - 左下单点^^^B - 右下单点,592,1133,82 + 0.1,673,B - 右下单点,B - 右下单点,592,1133,2211457,43 - 0.3
R,9,"Rightfully","Mili",,,分开,459 + 1331,A - 左边单点、右边单点^^^B - 左边单点,A - 左边单点、右边单点^^^B - 左边单点,728,1553,89 + 0.1,459,A - 左边单点、右边单点,A - 左边单点、右边单点,728,1553,2392851,45 - 0.3
