字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"淘汰","陈奕迅",,红色,分开,272 + 321、272 + 322、272 + 321、272 + 322、272 + 321、272 + 322、272 + 321、272 + 322、272 + 321、272 + 322,B - 右边单点^^^B - 右边单点,B - 右边连点第 2 个^^^B - 右边单点,200,472,59 + 0.4,272,B - 右边单点,B - 右边连点第 2 个,200,472,898943,31 - 0.4
B,6,"Bad Girl","吴亦凡",,,分开,388 + 503,B - 左边单点^^^B - 左边单点,B - 左边长条结尾、右边白球^^^B - 左边单点、右边长条结尾,246,605,68 - 0.3,503,B - 左边单点,B - 左边单点、右边长条结尾,246,605,1428926,34 + 0.2
Z,10,"直到世界终结(困难版)","WANDS",,,分开,782 + 889,B - 左边长条开始^^^B - 右边单点,B - 左边长条结尾、右边滑键^^^B - 左边单点、右边长条结尾,454,1054,85 + 0.2,889,B - 右边单点,B - 左边单点、右边长条结尾,454,1054,2197161,43 - 0.1
,,"爱的就是你","刘佳",,红色,分开,123 + 221、123 + 222、124 + 221、124 + 222、124 + 221、124 + 222、124 + 221、124 + 222、124 + 221、124 + 222,A - 左边长条结尾^^^B - 右边单点,A - 右边连点第 3 个^^^B - 右边连点第 3 个,152,299,52 + 0.0,221、222,B - 右边单点,B - 右边连点第 3 个,152,299,857635,28 - 0.5
G,6,"歌谣","李荣浩",,,分开,210 + 459、210 + 460、210 + 461,A - 左边长条结尾、右边白球^^^B - 右边滑键,A - 左边单点、右边单点^^^B - 左边长条结尾、右边长条结尾,260,574,68 + 0.0,459、460、461,B - 右边滑键,B - 左边长条结尾、右边长条结尾,260,574,1411379,34 + 0.2
,,"Talk Dirty","Jason Derulo/2",,红色,分开,99 + 245、100 + 245、101 + 245、115 + 245,A - 右边连点第 1 个^^^B - 左边长条开始,A - 右边连点第 1 个^^^B - 左边单点,201,296,44 - 0.3,245,B - 左边长条开始,B - 左边单点,201,296,671888,23 + 0.1
,,"明天，你好","牛奶咖啡",,红色,分开,90 + 189,A - 右边长条中间^^^B - 左边连点第 2 个,A - 右边单点^^^B - 右边白球,167,331,54 - 0.3,189,B - 左边连点第 2 个,B - 右边白球,167,331,788282,27 + 0.3
,,"小酒窝","林俊杰",,红色,分开,136 + 227、140 + 227,A - 右边滑键^^^B - 右边单点,A - 右边白球^^^B - 左边连点第 3 个,166,311,57 + 0.0,136、140,A - 右边滑键,A - 右边白球,166,311,911365,29 + 0.0
T,8,"the WORLD","Nightmare",,,分开,373 + 826,A - 左边单点、右边单点^^^B - 左边单点、右边单点,A - 左边连点第 1 个^^^B - 左边滑键,605,1076,71 - 0.4,373、826,A - 左边单点、右边单点,A - 左边连点第 1 个,605,1076,1798045,35 + 0.3
,,"Always Online","林俊杰",,红色,分开,140 + 169、140 + 170、140 + 171、142 + 169、142 + 170、142 + 171、142 + 169、142 + 170、142 + 171、142 + 169,A - 左边单点、右边单点^^^A - 右边连点第 1 个,A - 左边单点、右边单点^^^A - 左边连点第 1 个,239,441,51 + 0.2,140、142,A - 左边单点、右边单点,A - 左边单点、右边单点,239,441,965120,27 + 0.0
B,8,"Bubble Pop!","泫雅",,,分开,219 + 530、237 + 530,A - 左边单点^^^B - 右边单点,A - 左边长条结尾、右边白球^^^B - 左边白球,321,597,70 - 0.4,219、237,A - 左边单点,A - 左边长条结尾、右边白球,321,597,1608476,36 - 0.5
L,6,"Landing","温岚",,红色,分开,308 + 363,B - 左边单点、右边单点^^^B - 右边滑键,B - 右边白球^^^B - 左边滑键、右边滑键,212,414,75 - 0.5,363,B - 右边滑键,B - 左边滑键、右边滑键,212,414,1238275,40 - 0.5
K,10,"克罗地亚狂想曲","马克西姆",,,分开,146 + 207、146 + 208、146 + 209、146 + 211、146 + 213、146 + 465、146 + 466、146 + 467、146 + 469、146 + 471,A - 右边连点第 1 个^^^A - 左边连点第 1 个,A - 右边白球^^^A - 左边白球,395,719,94 + 0.0,146、147、148、150、152、207、208、209、211、213,A - 右边连点第 1 个,A - 右边白球,395,719,2490557,47 + 0.0
,,"Wind flower","MAMAMOO",,红色,分开,159 + 389,A - 右边单点^^^B - 左边单点,A - 右边白球^^^B - 左边白球,257,521,67 + 0.4,159、389,A - 右边单点,A - 右边白球,257,521,1250524,34 - 0.3
I,8,"I Knew You Were Trouble","Taylor Swift",,,分开,299 + 529、300 + 529,A - 右边白球^^^B - 左边单点,A - 右边长条结尾^^^B - 右边单点,427,689,65 + 0.3,299、300,A - 右边白球,A - 右边长条结尾,427,689,1450855,34 - 0.5
,,"漫时光","QQ炫舞",,,分开,261 + 409,B - 右边单点^^^B - 右边单点,B - 左边长条中间^^^B - 左边长条结尾、右边长条结尾,261,445,53 - 0.3,409,B - 右边单点,B - 左边长条结尾、右边长条结尾,261,445,1065576,26 + 0.4
Y,9,"一吻天荒","胡歌",,,分开,592 + 1145,B - 左边长条开始、右边长条开始^^^B - 左边白球,B - 右边单点^^^B - 左边长条结尾、右边长条结尾,343,1215,79 + 0.2,1145,B - 左边白球,B - 左边长条结尾、右边长条结尾,343,1215,2043747,40 - 0.4
,,"HURT","Jasmine Sokko",,红色,分开,102 + 251、102 + 252、102 + 254、103 + 251、103 + 252、103 + 254、104 + 251、104 + 252、104 + 254、108 + 251,A - 左边白球^^^B - 右边滑键,A - 右边单点^^^B - 右边单点,149,288,62 + 0.0,102、103、104、108、109、110、111、112、113、114,A - 左边白球,A - 右边单点,149,288,846222,32 + 0.0
,,"丑八怪","薛之谦",,红色,分开,129 + 379,A - 左边白球^^^B - 右边白球,A - 右边长条中间^^^B - 左边长条中间,204,536,76 + 0.2,129、379,A - 左边白球,A - 右边长条中间,204,536,1294857,38 + 0.1
Q,8,"前尘","SING女团",,红色,分开,172 + 438、173 + 438、174 + 438,A - 右边白球^^^B - 左边单点,A - 右边白球^^^B - 左边白球,295,556,90 + 0.0,172、173、174,A - 右边白球,A - 右边白球,295,556,1577225,48 + 0.0
,,"后会无期","徐良/汪苏泷",,红色,分开,83 + 182、83 + 193,A - 左边单点^^^B - 右边单点,A - 左边白球^^^B - 右边白球,115,251,46 + 0.0,182、193,B - 右边单点,B - 右边白球,115,251,562092,23 + 0.0
B,7,"表白","萧亚轩",,红色,分开,233 + 527,B - 左边单点^^^B - 左边长条中间,B - 左边长条结尾、右边单点^^^B - 左边单点,233,569,74 + 0.4,527,B - 左边长条中间,B - 左边单点,233,569,1363180,38 - 0.1
R,9,"Rookie","Red Velvet",,,分开,192 + 536、192 + 537,A - 左边白球^^^B - 右边连点第 1 个,A - 左边白球^^^B - 左边连点第 1 个,240,608,72 - 0.5,536、537,B - 右边连点第 1 个,B - 左边连点第 1 个,240,608,1666861,36 + 0.0
Q,7,"七年的爱","金贤政",,红色,分开,284 + 354,B - 右边连点第 1 个^^^B - 左边白球,B - 左边长条结尾、右边白球^^^B - 左边单点,185,577,68 - 0.4,354,B - 左边白球,B - 左边单点,185,577,1145736,34 + 0.0
R,9,"Rolling Star","YUI",20,,分开,371 + 865,A - 右边单点^^^B - 左边单点,A - 右边单点^^^B - 右边白球,423,927,76 + 0.0,865,B - 左边单点,B - 右边白球,423,927,1711338,39 + 0.0
,,"做我的唯一","新乐尘符/贺子玲",,红色,分开,118 + 238,A - 左边单点^^^B - 右边单点,A - 左边长条开始^^^B - 左边白球,166,298,66 - 0.2,238,B - 右边单点,B - 左边白球,166,298,942250,34 - 0.5
,,"太阳雨","QQ炫舞原创",,红色,分开,47 + 123、47 + 124、47 + 135、47 + 136、47 + 123、47 + 124、47 + 135、47 + 136,A - 左边单点^^^B - 左边单点,A - 左边长条结尾^^^B - 右边滑键,87,176,40 + 0.0,123、124、135、136,B - 左边单点,B - 右边滑键,87,176,431320,20 - 0.3
W,6,"望","张碧晨/赵丽颖",,红色,分开,321 + 413,B - 左边滑键^^^B - 右边白球,B - 左边连点第 2 个、右边连点第 2 个^^^B - 左边白球,193,587,74 - 0.4,413,B - 右边白球,B - 左边白球,193,587,1267647,39 - 0.4
,,"凉凉","杨宗纬/张碧晨",,红色,分开,342 + 423,B - 左边白球^^^B - 右边白球,B - 右边单点^^^B - 右边长条结尾,158,468,53 - 0.5,342,B - 左边白球,B - 右边单点,158,468,790089,28 + 0.0
,,"Rage Your Dream","M.O.V.E",,,分开,272 + 427、272 + 428、272 + 429、272 + 430、272 + 431、272 + 432、272 + 433、273 + 427、273 + 428、273 + 429,A - 左边单点^^^B - 左边单点,A - 左边长条结尾、右边单点^^^B - 左边白球,339,645,67 - 0.5,272、273、274,A - 左边单点,A - 左边长条结尾、右边单点,339,645,1409804,34 + 0.0
L,10,"恋人募集中","天月-あまつき-",,,分开,592 + 801,B - 左边滑键、右边长条开始^^^B - 左边白球,B - 右边白球^^^B - 左边单点、右边单点,466,1014,79 - 0.4,592,B - 左边滑键、右边长条开始,B - 右边白球,466,1014,2003054,40 - 0.2
,,"Born This Way","Lady Gaga",,红色,分开,99 + 152、99 + 153、99 + 154、99 + 155、99 + 156、100 + 152、100 + 153、100 + 154、100 + 155、100 + 156,A - 左边单点^^^A - 左边单点,A - 左边单点^^^A - 左边白球,209,481,64 + 0.4,152、153、154、155、156,A - 左边单点,A - 左边白球,209,481,1210077,33 - 0.1
W,6,"What Makes You Beautiful","One Direction",50,红色,分开,414 + 496,B - 左边白球^^^B - 右边长条开始,B - 左边长条中间^^^B - 左边长条结尾、右边长条结尾,223,563,68 - 0.5,496,B - 右边长条开始,B - 左边长条结尾、右边长条结尾,223,563,1159012,34 + 0.2
W,9,"无可取代","李雪岩",,,分开,134 + 1099、134 + 1102,A - 右边白球^^^B - 左边长条中间,A - 右边滑键^^^B - 左边滑键、右边长条中间,534,1170,90 - 0.2,134,A - 右边白球,A - 右边滑键,534,1170,2557408,46 - 0.5
,,"No","CLC",,,分开,112 + 256、112 + 258、256 + 303、258 + 303,A - 左边白球^^^B - 左边单点,A - 左边白球^^^B - 左边单点,228,534,55 - 0.5,256、258,B - 左边单点,B - 左边单点,228,534,1119972,28 - 0.5
,,"再见安打","唐禹哲",,红色,分开,50 + 169,A - 左边单点^^^B - 左边单点、右边单点,A - 左边单点、右边单点^^^B - 右边单点,91,276,51 + 0.4,169,B - 左边单点、右边单点,B - 右边单点,91,276,660618,26 - 0.5
,,"相信未来","MIC男团",,红色,分开,146 + 302,A - 左边单点^^^B - 左边白球,A - 左边单点^^^B - 左边长条结尾、右边长条结尾,192,440,59 + 0.1,302,B - 左边白球,B - 左边长条结尾、右边长条结尾,192,440,1036739,30 - 0.4
F,10,"Flower Dance(困难版)","DJ OKAWARI",,,分开,291 + 409,B - 左边单点^^^B - 左边单点、右边单点,B - 左边滑键^^^B - 左边单点、右边单点,259,647,82 + 0.0,409,B - 左边单点、右边单点,B - 左边单点、右边单点,259,647,1883954,42 + 0.0
C,9,"Candy Pop","TWICE",,,分开,207 + 508、207 + 512、209 + 508、209 + 512、211 + 508、211 + 512、233 + 508、233 + 512、235 + 508、235 + 512,A - 左边单点、右边单点^^^B - 左边单点、右边单点,A - 左边单点、右边单点^^^B - 左边单点、右边单点,298,686,72 + 0.0,207、211、235、508、512,A - 左边单点、右边单点,A - 左边单点、右边单点,298,686,1680808,36 + 0.0
W,9,"Whistle(困难版)","Flo Rida",,,分开,358 + 468、359 + 468、360 + 468,A - 右边单点^^^A - 左边连点第 1 个,A - 右边白球^^^A - 左边单点、右边长条结尾,527,1241,74 + 0.0,468,A - 左边连点第 1 个,A - 左边单点、右边长条结尾,527,1241,2423767,39 + 0.0
,,"Numb","Linkin Park",,红色,分开,148 + 385,A - 左边单点^^^B - 左边单点、右边长条中间,A - 左边单点、右边单点^^^B - 左边单点、右边长条开始,200,492,84 - 0.4,385,B - 左边单点、右边长条中间,B - 左边单点、右边长条开始,200,492,1080250,45 - 0.5
B,9,"Be My Baby","Wonder Girls",,,分开,203 + 274、203 + 275、203 + 276、203 + 277、205 + 274、205 + 275、205 + 276、205 + 277、274 + 521、275 + 521,A - 左边单点^^^A - 右边滑键,A - 左边长条结尾、右边白球^^^A - 左边长条结尾、右边白球,483,767,73 - 0.5,274、275、276、277,A - 右边滑键,A - 左边长条结尾、右边白球,483,767,1845946,37 - 0.5
A,7,"Apple Is A","T-ara",,红色,分开,127 + 339、128 + 339、130 + 339,A - 右边连点第 1 个^^^B - 左边长条开始、右边长条结尾,A - 右边单点^^^B - 左边白球,192,385,70 - 0.5,127、128、130,A - 右边连点第 1 个,A - 右边单点,192,385,1046890,36 + 0.0
,,"淋雨一直走","张韶涵",,红色,分开,102 + 260、102 + 262、103 + 260、103 + 262,A - 左边单点^^^B - 右边单点,A - 右边单点^^^B - 左边单点、右边长条结尾,166,351,70 - 0.3,260、262,B - 右边单点,B - 左边单点、右边长条结尾,166,351,830257,36 + 0.3
,,"Try Everything","Shakira",,,分开,192 + 251,A - 左边白球^^^B - 右边白球,A - 右边白球^^^B - 左边白球、右边长条中间,233,489,57 + 0.3,192,A - 左边白球,A - 右边白球,233,489,1145195,29 - 0.3
,,"千年","SING女团",,红色,分开,165 + 221、165 + 225、169 + 221、169 + 225,B - 左边单点、右边滑键^^^B - 左边滑键、右边单点,B - 右边单点^^^B - 左边单点,113,260,67 + 0.0,165、169、221、225,B - 左边单点、右边滑键,B - 右边单点,113,260,922713,34 - 0.5
W,7,"What if(QQ炫舞手游原创音乐)","TetraCalyx",,红色,分开,135 + 280,A - 右边白球^^^B - 左边连点第 1 个,A - 左边长条结尾^^^B - 右边长条中间,182,462,65 - 0.4,135,A - 右边白球,A - 左边长条结尾,182,462,1154085,32 + 0.4
F,9,"Fight For You","潘玮柏",,,分开,197 + 259、198 + 259、259 + 432,A - 左边滑键^^^A - 左边连点第 1 个,A - 左边连点第 1 个^^^A - 左边长条结尾、右边长条结尾,498,1104,78 + 0.0,259,A - 左边连点第 1 个,A - 左边长条结尾、右边长条结尾,498,1104,1996746,40 + 0.0
J,7,"君にふれて","安月名莉子",,,分开,170 + 670、170 + 675、175 + 670、175 + 675、176 + 670、176 + 675,A - 左边单点^^^B - 右边单点,A - 左边单点^^^B - 右边单点,468,965,63 - 0.2,170、175、670、675,A - 左边单点,A - 左边单点,468,965,1609228,31 + 0.4
,,"吸引定律","Awaken-F",,红色,分开,115 + 257,A - 左边单点^^^B - 右边单点,A - 右边白球^^^B - 左边白球,167,340,54 + 0.0,115、257,A - 左边单点,A - 右边白球,167,340,863885,27 + 0.0
J,6,"Jar Of Love","曲婉婷",,,分开,306 + 380、306 + 385、307 + 380、307 + 385,B - 右边长条中间^^^B - 左边单点,B - 左边连点第 2 个、右边连点第 2 个^^^B - 左边长条结尾,194,564,72 + 0.0,306,B - 右边长条中间,B - 左边连点第 2 个、右边连点第 2 个,194,564,1440979,37 - 0.1
,,"LOVE IT LIVE IT","YDPP",,红色,分开,145 + 226、145 + 227、146 + 226、146 + 227,A - 右边连点第 2 个^^^B - 左边单点,A - 右边白球^^^B - 左边白球,192,454,58 + 0.0,226、227,B - 左边单点,B - 左边白球,192,454,1027611,29 + 0.0
,,"Hola","Flo Rida/Maluma",,红色,分开,41 + 111、41 + 112、41 + 113、41 + 114、41 + 115、41 + 212、41 + 220、41 + 221、41 + 222、41 + 223,A - 左边白球^^^A - 左边连点第 1 个,A - 右边白球^^^A - 右边连点第 1 个,156,295,57 - 0.5,41,A - 左边白球,A - 右边白球,156,295,868127,30 + 0.0
S,9,"SUNSET","TWICE",,,分开,133 + 785、486 + 785,A - 右边连点第 2 个^^^B - 左边单点,A - 左边单点^^^B - 左边单点,468,987,73 + 0.3,785,B - 左边单点,B - 左边单点,468,987,2105966,37 + 0.1
,,"萤火","TFBOYS",,红色,分开,213 + 252、213 + 253、213 + 252、213 + 253、213 + 252、213 + 253、213 + 252、213 + 253、213 + 252、213 + 253,B - 右边滑键^^^B - 左边单点,B - 右边单点^^^B - 左边长条结尾,133,314,58 - 0.3,213,B - 右边滑键,B - 右边单点,133,314,941798,29 - 0.1
S,6,"Sky","Steerner",,红色,分开,82 + 380、82 + 381、82 + 382,A - 右边单点^^^B - 左边滑键,A - 左边单点^^^B - 左边单点,192,548,68 + 0.0,82,A - 右边单点,A - 左边单点,192,548,1288259,37 + 0.0
,,"棉花糖","至上励合",,红色,分开,102 + 132、102 + 134、103 + 132、103 + 134,B - 左边单点^^^B - 右边单点,B - 右边白球^^^B - 左边白球,95,228,48 + 0.0,132、134,B - 右边单点,B - 左边白球,95,228,638235,24 + 0.0
,,"You Are","GOT7",100,红色,分开,279 + 345,B - 右边长条中间^^^B - 左边单点、右边长条结尾,B - 左边单点、右边单点^^^B - 左边单点、右边长条结尾,188,443,61 + 0.3,345,B - 左边单点、右边长条结尾,B - 左边单点、右边长条结尾,188,443,801008,33 + 0.3
L,6,"Look What You Made Me Do","Taylor Swift",,红色,分开,210 + 361,B - 右边单点^^^B - 左边滑键,B - 左边单点、右边单点^^^B - 左边连点第 3 个,153,402,67 - 0.5,361,B - 左边滑键,B - 左边连点第 3 个,153,402,1208451,34 - 0.5
,,"长腿叔叔","袁娅维",,红色,分开,309 + 377,B - 左边滑键、右边单点^^^B - 右边单点,B - 左边长条结尾、右边长条结尾^^^B - 左边长条中间,176,417,64 - 0.3,309,B - 左边滑键、右边单点,B - 左边长条结尾、右边长条结尾,176,417,853383,33 - 0.2
,,"Enough","GOT7",,,分开,196 + 352、196 + 354,A - 右边白球^^^B - 左边连点第 1 个,A - 右边白球^^^B - 左边单点,258,543,59 + 0.0,352、354,B - 左边连点第 1 个,B - 左边单点,258,543,1182943,30 + 0.0
,,"回忆那么伤","孙子涵",,红色,分开,303 + 340,B - 左边滑键^^^B - 左边连点第 1 个,B - 左边白球^^^B - 右边连点第 3 个,155,414,62 + 0.0,340,B - 左边连点第 1 个,B - 右边连点第 3 个,155,414,1004860,33 - 0.5
B,6,"白骑士","QQ炫舞原创",,,分开,347 + 549,B - 左边长条开始^^^B - 左边单点,B - 左边白球^^^B - 左边单点,298,605,63 - 0.4,347,B - 左边长条开始,B - 左边白球,298,605,1206315,32 - 0.2
,,"1234","韩安旭",,红色,分开,147 + 302、147 + 305、147 + 306、147 + 307、150 + 302、150 + 305、150 + 306、150 + 307、150 + 302、150 + 305,A - 左边单点、右边滑键^^^B - 左边滑键、右边单点,A - 左边单点^^^B - 右边单点,209,402,62 + 0.0,147、150、151、152、302、305、306、307,A - 左边单点、右边滑键,A - 左边单点,209,402,1023861,31 + 0.0
,,"第一次爱的人","王心凌",,红色,分开,87 + 291,A - 右边长条中间^^^B - 左边长条开始、右边长条开始,A - 右边单点^^^B - 右边白球,249,500,63 - 0.4,87,A - 右边长条中间,A - 右边单点,249,500,921639,32 - 0.2
M,8,"My Song","花泽香菜",,,分开,492 + 541,B - 左边单点、右边单点^^^B - 右边白球,B - 右边白球^^^B - 右边单点,341,654,75 + 0.0,541,B - 右边白球,B - 右边单点,341,654,1637698,38 - 0.5
,,"直到世界终结 ","WANDS",,红色,分开,154 + 190,B - 左边白球^^^B - 右边白球,B - 左边长条中间^^^B - 左边长条中间,122,363,63 - 0.5,154,B - 左边白球,B - 左边长条中间,122,363,832274,31 + 0.4
B,8,"Baby Boy","王心凌",,,分开,444 + 698、444 + 699、445 + 698、445 + 699,B - 左边单点^^^B - 左边单点,B - 右边白球^^^B - 左边白球,330,789,86 - 0.2,444、445,B - 左边单点,B - 右边白球,330,789,2084779,44 - 0.4
,,"Everything I Need","Skylar Grey",,,分开,186 + 403、403 + 478,A - 左边长条开始^^^B - 左边白球,A - 右边白球^^^B - 左边白球,314,722,55 - 0.2,403,B - 左边白球,B - 左边白球,314,722,1139428,29 + 0.1
M,8,"冒险蓝图","Chic Chili",,,分开,204 + 609、204 + 610、205 + 609、205 + 610,A - 右边连点第 1 个^^^B - 左边连点第 1 个,A - 右边白球^^^B - 左边白球,461,866,74 + 0.0,204、205、609、610,A - 右边连点第 1 个,A - 右边白球,461,866,1870745,37 + 0.0
B,6,"Baby","Justin Bieber",,红色,分开,124 + 215、124 + 343、124 + 434、143 + 215、143 + 343、143 + 434、215 + 343、215 + 434、343 + 434,A - 左边白球^^^A - 右边白球,A - 左边单点、右边单点^^^A - 右边单点,270,523,67 - 0.2,124、215、343、434,A - 左边白球,A - 左边单点、右边单点,270,523,1208674,33 + 0.4
Z,6,"再快乐一点","张韶涵",,,分开,205 + 519,A - 左边长条开始^^^B - 右边长条开始,A - 右边白球^^^B - 左边白球,328,730,57 + 0.2,205、519,A - 左边长条开始,A - 右边白球,328,730,1175113,29 - 0.4
C,9,"Crash","The Primitives",,,分开,632 + 696、632 + 697、632 + 704,B - 左边单点、右边单点^^^B - 左边单点,B - 左边滑键^^^B - 右边单点,335,836,75 + 0.2,658,B - 右边长条中间,B - 左边白球,335,836,1832573,40 + 0.1
X,10,"星月夜","和楽器バンド",,,分开,269 + 316,A - 左边单点、右边单点^^^A - 左边单点、右边滑键,A - 左边单点、右边单点^^^A - 左边白球,527,950,97 + 0.0,316,A - 左边单点、右边滑键,A - 左边白球,527,950,2344546,49 + 0.0
Q,6,"乞丐","摩登兄弟",,,分开,186 + 479,A - 左边单点^^^B - 右边单点,A - 左边连点第 2 个^^^B - 右边连点第 2 个,264,530,66 + 0.4,186、479,A - 左边单点,A - 左边连点第 2 个,264,530,1300025,33 + 0.2
B,6,"BONAMANA","Super Junior",,红色,分开,255 + 308,B - 右边白球^^^B - 左边连点第 3 个,B - 右边长条开始^^^B - 右边白球,146,378,71 + 0.3,308,B - 左边连点第 3 个,B - 右边白球,146,378,1346306,36 + 0.0
W,8,"What U Do to Me","Roshelle",,,分开,169 + 825、174 + 825、460 + 825、465 + 825,A - 左边长条开始^^^B - 左边单点,A - 左边滑键、右边长条开始^^^B - 左边长条开始、右边滑键,448,941,74 + 0.1,825,B - 左边单点,B - 左边长条开始、右边滑键,448,941,2010871,37 + 0.3
,,"越来越近","苏醒",,红色,分开,150 + 248、150 + 255、248 + 387、248 + 420、248 + 453、249 + 387、249 + 420、249 + 453、255 + 387、255 + 420,A - 右边单点^^^B - 右边长条中间,A - 右边白球^^^B - 左边单点,213,497,59 + 0.2,248、255,B - 右边长条中间,B - 左边单点,213,497,1045727,30 + 0.0
,,"You(=I)","脸红的思春期",,红色,分开,80 + 264、80 + 271、80 + 273、80 + 275、80 + 276,A - 右边单点^^^B - 右边单点,A - 右边单点^^^B - 左边单点,156,332,63 - 0.5,264、271、273、275、276,B - 右边单点,B - 左边单点,156,332,1045083,31 + 0.0
,,"OKAY","王嘉尔",,红色,分开,271 + 405,B - 右边滑键^^^B - 右边单点,B - 左边连点第 3 个^^^B - 左边连点第 3 个,202,438,56 + 0.0,405,B - 右边单点,B - 左边连点第 3 个,202,438,890825,28 + 0.0
,,"勇往直前恋上你","王霏霏/赵天宇",,红色,分开,94 + 244、94 + 245、94 + 246,A - 左边白球^^^B - 左边单点,A - 右边单点^^^B - 左边单点,168,325,69 - 0.2,94,A - 左边白球,A - 右边单点,168,325,919501,35 + 0.0
N,7,"narrative","泽野弘之/LiSA",,,分开,91 + 408、91 + 423、91 + 437,A - 右边单点^^^B - 右边白球,A - 左边滑键^^^B - 左边连点第 2 个,377,816,56 - 0.2,408、423、437,B - 右边白球,B - 左边连点第 2 个,377,816,1392722,28 - 0.1
L,8,"凉凉(困难版)","杨宗纬/张碧晨",,,分开,340 + 1043,A - 右边长条中间^^^B - 右边长条开始,A - 右边单点^^^B - 左边单点,671,1333,83 + 0.2,1043,B - 右边长条开始,B - 左边单点,671,1333,2491144,44 - 0.5
T,6,"Timber","Pitbull",,,分开,454 + 545、455 + 545、456 + 545、457 + 545,B - 右边连点第 1 个^^^B - 左边连点第 1 个,B - 左边白球^^^B - 左边长条结尾、右边单点,236,610,72 + 0.0,545,B - 左边连点第 1 个,B - 左边长条结尾、右边单点,236,610,1379987,36 + 0.2
,,"就喜欢你","董又霖",,红色,分开,105 + 281,A - 左边单点、右边滑键^^^B - 右边单点,A - 右边长条中间^^^B - 右边单点,169,324,58 - 0.1,281,B - 右边单点,B - 右边单点,169,324,818190,30 + 0.0
Y,7,"鹦鹉","任然",,,分开,377 + 709、377 + 710、378 + 709、378 + 710,A - 右边白球^^^B - 左边白球,A - 右边单点^^^B - 左边单点,461,794,73 + 0.0,377、709,A - 右边白球,A - 右边单点,461,794,1564926,37 - 0.5
N,10,"Naruto Main Theme","六三四",,,分开,1262 + 1360、1263 + 1360、1264 + 1360,B - 右边滑键^^^B - 左边单点、右边长条开始,B - 左边白球^^^B - 左边长条开始、右边长条开始,760,1467,79 + 0.4,1262、1263、1264,B - 右边滑键,B - 左边白球,760,1467,2696764,41 - 0.5
,,"No One Else Like You","Adam Levine",,红色,分开,110 + 239,A - 右边白球^^^B - 左边滑键,A - 左边白球^^^B - 左边单点,208,409,54 - 0.2,110,A - 右边白球,A - 左边白球,208,409,863600,28 + 0.4
H,6,"喊出我的名字","创造营2019学员",,红色,分开,180 + 335,A - 右边单点^^^B - 左边单点,A - 右边长条结尾^^^B - 右边单点,226,446,70 - 0.5,335,B - 左边单点,B - 右边单点,226,446,1177381,36 - 0.5
*,9,"101个愿望","火箭少女101杨超越/火箭少女101赖美云/火箭少女101傅菁",,,分开,306 + 771,A - 左边单点、右边滑键^^^B - 左边单点、右边滑键,A - 左边白球^^^B - 左边白球,407,879,72 + 0.4,306、771,A - 左边单点、右边滑键,A - 左边白球,407,879,1983813,36 + 0.2
T,7,"Take My Hand","Simple Plan",,,分开,167 + 390、390 + 546,A - 左边单点^^^B - 右边长条开始,A - 左边长条结尾、右边长条结尾^^^B - 左边白球,368,767,68 - 0.3,390,B - 右边长条开始,B - 左边白球,368,767,1417926,36 + 0.0
R,6,"Ring Ding Dong","SHINee",,红色,分开,127 + 260、128 + 260、260 + 318、260 + 319、261 + 318、261 + 319,A - 左边长条结尾^^^B - 左边单点,A - 右边单点^^^B - 左边单点,215,449,70 - 0.2,260,B - 左边单点,B - 左边单点,215,449,1218139,35 + 0.0
,,"一舞钟情","A-Lin",,红色,分开,96 + 288,A - 左边白球^^^B - 左边连点第 2 个,A - 左边单点^^^B - 右边白球,191,429,66 - 0.2,288,B - 左边连点第 2 个,B - 右边白球,191,429,1042991,34 + 0.2
W,9,"Wake up!","AAA",,红色,分开,334 + 441,B - 左边单点、右边单点^^^B - 右边白球,B - 左边单点^^^B - 左边长条结尾、右边长条结尾,242,747,96 - 0.5,441,B - 右边白球,B - 左边长条结尾、右边长条结尾,242,747,1949753,52 - 0.5
,,"Monsters","Katie Sky",,红色,分开,74 + 211、74 + 212,A - 左边单点^^^B - 右边白球,A - 右边单点^^^B - 左边单点,172,350,54 + 0.0,74,A - 左边单点,A - 右边单点,172,350,768664,28 - 0.5
,,"We are the stars(QQ炫舞手游原创音乐)","Osz",,红色,分开,315 + 457,B - 右边单点^^^B - 右边滑键,B - 左边长条开始^^^B - 右边长条中间,285,511,54 + 0.0,457,B - 右边滑键,B - 右边长条中间,285,511,921968,27 + 0.4
G,10,"Get It On The Floor","DMX",,,分开,373 + 732,A - 右边白球^^^B - 右边白球,A - 左边连点第 1 个^^^B - 左边连点第 1 个,447,836,78 + 0.0,373、732,A - 右边白球,A - 左边连点第 1 个,447,836,2195339,39 + 0.0
T,8,"to the beginning","Kalafina",,,分开,791 + 866,B - 左边单点、右边单点^^^B - 右边长条开始,B - 右边单点^^^B - 左边长条结尾、右边长条结尾,625,949,73 - 0.4,866,B - 右边长条开始,B - 左边长条结尾、右边长条结尾,625,949,1667763,37 + 0.3
C,9,"chAngE","miwa",,,分开,53 + 216,A - 右边白球^^^A - 左边长条开始、右边单点,A - 左边白球^^^A - 右边单点,412,864,77 - 0.2,53,A - 右边白球,A - 左边白球,412,864,2191474,40 + 0.0
