字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
C,6,"Checkmate","林俊杰/郑容和",,红色,分开,147 + 195、147 + 196、147 + 197、151 + 195、151 + 196、151 + 197、152 + 195、152 + 196、152 + 197、153 + 195,B - 左下角数字 5 蓝条开始^^^B - 左下角数字 2 单点,B - 右下角数字 2 单点^^^B - 右上角数字 4 蓝条结尾,138,307,54 + 0.0,147、151、152、153、195、196、197,B - 左下角数字 5 蓝条开始,B - 右下角数字 2 单点,138,307,838721,27 + 0.0
,,"明天，你好","牛奶咖啡",,红色,分开,101 + 137、101 + 138、102 + 137、102 + 138,B - 右上角数字 1 单点^^^B - 左上角数字 1 单点,B - 右下角数字 4 单点^^^B - 右边数字 4 单点,91,202,44 - 0.4,101、102、137、138,B - 右上角数字 1 单点,B - 右下角数字 4 单点,91,202,587006,22 - 0.2
S,6,"Sometimes","Kat Graham",,红色,分开,44 + 173,A - 右下角数字 2 单点^^^B - 左上角数字 3 单点,A - 右上角数字 5 蓝条结尾^^^B - 右上角数字 2 单点,158,275,57 - 0.1,44,A - 右下角数字 2 单点,A - 右上角数字 5 蓝条结尾,158,275,792281,30 - 0.1
J,6,"Just Dance","Lady GaGa",,红色,分开,238 + 271,B - 左上角数字 4 单点^^^B - 左下角数字 3 单点,B - 右上角数字 5 绿条开始^^^B - 左上角数字 6 蓝条结尾、右下角数字 1 绿条开始,164,361,53 - 0.5,257、271,B - 右上角数字 3 蓝条开始,B - 左上角数字 5 绿条开始,164,361,945582,29 + 0.4
H,6,"黑暗骑士","林俊杰/五月天",,红色,分开,115 + 323、115 + 324、115 + 325、116 + 323、116 + 324、116 + 325、117 + 323、117 + 324、117 + 325,A - 右下角数字 1 单点^^^B - 右上角数字 1 单点,A - 左上角数字 4 蓝条结尾、右上角数字 5 单点^^^B - 左上角数字 4 蓝条结尾、右上角数字 5 单点,194,372,60 + 0.0,323、324、325,B - 右上角数字 1 单点,B - 左上角数字 4 蓝条结尾、右上角数字 5 单点,194,372,917319,31 + 0.0
,,"万有引力","汪苏泷",,红色,分开,81 + 110,B - 右下角数字 2 单点^^^B - 右上角数字 3 单点,B - 左下角数字 1 单点^^^B - 右下角数字 5 绿条开始,46,138,26 + 0.1,81,B - 右下角数字 2 单点,B - 左下角数字 1 单点,46,138,300275,13 + 0.3
L,9,"L.I.E","EXID",,红色,分开,55 + 452,A - 右上角数字 6 绿条结尾、左下角数字 1 蓝条开始^^^B - 右下角数字 3 单点,A - 左上角数字 5 单点、右上角数字 5 单点^^^B - 左边数字 7 单点,273,495,73 + 0.0,55,A - 右上角数字 6 绿条结尾、左下角数字 1 蓝条开始,A - 左上角数字 5 单点、右上角数字 5 单点,273,495,1354457,39 + 0.0
G,10,"Gee","少女时代",,,分开,455 + 532、455 + 546,B - 右上角数字 1 绿条开始、左上角数字 1 单点^^^B - 左上角数字 1 单点,B - 左下角数字 7 单点、右下角数字 7 单点^^^B - 右上角数字 7 单点,309,616,71 - 0.5,455,B - 右上角数字 1 绿条开始、左上角数字 1 单点,B - 左下角数字 7 单点、右下角数字 7 单点,309,616,1655261,38 - 0.2
T,9,"to the beginning","Kalafina",,,分开,98 + 545,A - 下面数字 8 单点^^^B - 左边数字 2 蓝条开始、右边数字 2 蓝条开始,A - 左上角数字 4 单点^^^B - 右上角数字 5 蓝条结尾、上面数字 6 单点,369,652,76 + 0.4,545,B - 左边数字 2 蓝条开始、右边数字 2 蓝条开始,B - 右上角数字 5 蓝条结尾、上面数字 6 单点,369,652,1660624,42 + 0.2
W,10,"无可取代","李雪岩",,,分开,67 + 121、67 + 122、67 + 123,A - 右上角数字 1 蓝条结尾、下面数字 2 单点^^^A - 左下角数字 2 单点,A - 右上角数字 2 单点^^^A - 左下角数字 11 蓝条结尾、右上角数字 1 单点,407,872,87 - 0.3,121、122、123,A - 左下角数字 2 单点,A - 左下角数字 11 蓝条结尾、右上角数字 1 单点,407,872,2121917,45 - 0.1
B,8,"Bing Bing","Crayon Pop",,,分开,114 + 375、114 + 376、375 + 430、376 + 430,A - 右上角数字 1 单点^^^B - 左上角数字 3 单点,A - 左边数字 7 单点、中间数字 7 单点^^^B - 左上角数字 10 蓝条结尾,264,515,63 + 0.0,375、376,B - 左上角数字 3 单点,B - 左上角数字 10 蓝条结尾,264,515,1575432,32 + 0.0
A,10,"曖昧スクリーム","平野绫",,,分开,322 + 621,A - 左下角数字 2 单点、右下角数字 2 单点^^^B - 右上角数字 2 蓝条开始,A - 左下角数字 3 蓝条结尾、右下角数字 3 蓝条结尾^^^B - 左下角数字 7 绿条中间,493,920,83 + 0.3,322,A - 左下角数字 2 单点、右下角数字 2 单点,A - 左下角数字 3 蓝条结尾、右下角数字 3 蓝条结尾,493,920,2471572,43 - 0.3
T,7,"Timber","Pitbull",,红色,分开,254 + 340、255 + 340,B - 右下角数字 4 单点^^^B - 右上角数字 1 绿条中间、上面数字 4 单点,B - 左下角数字 10 单点^^^B - 左上角数字 1 绿条结尾、右下角数字 3 单点,149,399,61 - 0.3,340,B - 右上角数字 1 绿条中间、上面数字 4 单点,B - 左上角数字 1 绿条结尾、右下角数字 3 单点,149,399,1061300,31 - 0.3
H,10,"Hacking to the Gate","伊藤加奈子",,,分开,293 + 599、293 + 604、298 + 599、298 + 604,A - 右下角数字 3 单点、左下角数字 3 单点^^^B - 右下角数字 3 单点、左下角数字 3 单点,A - 左边数字 3 单点^^^B - 左边数字 3 单点,429,735,94 + 0.0,293、298、599、604,A - 右下角数字 3 单点、左下角数字 3 单点,A - 左边数字 3 单点,429,735,2051236,47 + 0.0
L,6,"恋爱循环","花泽香菜",,红色,分开,195 + 225、196 + 225,B - 左边数字 2 单点^^^B - 左边数字 4 单点,B - 右上角数字 2 蓝条结尾^^^B - 左边数字 6 蓝条结尾,172,318,56 + 0.1,195、196、200、201、202、203,B - 左边数字 2 单点,B - 右上角数字 2 蓝条结尾,172,318,861081,29 + 0.0
D,6,"Doraradora","Fujigami Mai",,红色,分开,46 + 240、46 + 241,A - 右下角数字 8 单点^^^B - 左边数字 7 单点,A - 右下角数字 4 单点^^^B - 右下角数字 3 蓝条结尾,222,436,60 + 0.0,240、241,B - 左边数字 7 单点,B - 右下角数字 3 蓝条结尾,222,436,1128439,30 + 0.0
,,"爱的就是你","刘佳",,红色,分开,70 + 136,A - 左下角数字 6 绿条开始^^^B - 右下角数字 2 单点,A - 右下角数字 6 单点^^^B - 下面数字 6 单点,91,184,36 - 0.3,136,B - 右下角数字 2 单点,B - 下面数字 6 单点,91,184,524812,18 - 0.1
T,8,"太过爱你","MC梦",,红色,分开,278 + 325、278 + 326、278 + 327、278 + 328、278 + 329,B - 右下角数字 5 单点^^^B - 左边数字 2 单点,B - 左下角数字 15 绿条开始^^^B - 中间数字 8 单点,194,425,62 - 0.1,325、326、327、328、329,B - 左边数字 2 单点,B - 中间数字 8 单点,194,425,1031623,32 - 0.4
B,9,"Bubble Pop!","泫雅",,红色,分开,158 + 371、158 + 373、158 + 374、160 + 371、160 + 373、160 + 374、161 + 371、161 + 373、161 + 374、212 + 371,A - 左下角数字 12 单点^^^B - 左下角数字 12 单点,A - 左下角数字 12 单点、右下角数字 12 单点^^^B - 左下角数字 12 单点、右下角数字 12 单点,251,501,74 - 0.4,371、373、374,B - 左下角数字 12 单点,B - 左下角数字 12 单点、右下角数字 12 单点,251,501,1506821,41 - 0.2
X,7,"小星星","汪苏泷",,,分开,318 + 414,B - 右边数字 6 单点^^^B - 右上角数字 7 单点,B - 右上角数字 1 绿条开始^^^B - 右上角数字 1 单点,219,452,58 - 0.1,414,B - 右上角数字 7 单点,B - 右上角数字 1 单点,219,452,1223372,30 + 0.0
L,7,"Look What You Made Me Do","Taylor Swift",,红色,分开,165 + 321、165 + 322、165 + 323、165 + 324、166 + 321、166 + 322、166 + 323、166 + 324、167 + 321、167 + 322,A - 右边数字 9 单点^^^B - 右边数字 9 单点,A - 右上角数字 1 蓝条结尾、左上角数字 1 蓝条结尾^^^B - 右上角数字 1 蓝条结尾、左上角数字 1 蓝条结尾,201,435,66 + 0.0,165、166、167、168、169、321、322、323、324,A - 右边数字 9 单点,A - 右上角数字 1 蓝条结尾、左上角数字 1 蓝条结尾,201,435,1153243,33 + 0.0
,,"淋雨一直走","张韶涵",,红色,分开,60 + 155,A - 左上角数字 4 单点^^^B - 右上角数字 4 单点,A - 左下角数字 11 单点^^^B - 右下角数字 11 单点,97,192,50 - 0.2,155,B - 右上角数字 4 单点,B - 右下角数字 11 单点,97,192,513736,25 - 0.1
,,"娃娃脸","后弦",,红色,分开,121 + 259、121 + 260、123 + 259、123 + 260,A - 右下角数字 6 蓝条开始^^^B - 左边数字 5 单点,A - 左上角数字 2 单点、右上角数字 2 单点^^^B - 下面数字 1 蓝条结尾,162,333,52 - 0.5,259、260,B - 左边数字 5 单点,B - 下面数字 1 蓝条结尾,162,333,913287,27 + 0.0
B,9,"表白","萧亚轩",,红色,分开,253 + 396、326 + 396,B - 右边数字 10 单点^^^B - 下面数字 3 单点,B - 右上角数字 12 绿条中间、左上角数字 12 绿条中间^^^B - 中间数字 11 蓝条结尾、左边数字 11 蓝条结尾,179,487,75 - 0.5,396,B - 下面数字 3 单点,B - 中间数字 11 蓝条结尾、左边数字 11 蓝条结尾,179,487,1354917,39 + 0.2
,,"因你而在","林俊杰",,红色,分开,81 + 175,A - 左上角数字 1 蓝条开始^^^B - 左上角数字 5 单点,A - 左上角数字 1 单点^^^B - 右下角数字 7 单点,137,276,48 + 0.0,81,A - 左上角数字 1 蓝条开始,A - 左上角数字 1 单点,137,276,705042,27 + 0.0
J,6,"江南","林俊杰",,红色,分开,74 + 128、74 + 129,A - 左下角数字 1 单点^^^B - 左上角数字 1 单点,A - 右上角数字 5 蓝条结尾、左下角数字 6 绿条开始^^^B - 右下角数字 6 单点,118,277,49 + 0.0,128、129,B - 左上角数字 1 单点,B - 右下角数字 6 单点,118,277,665759,25 + 0.3
,,"走着走着就散了","庄心妍",20,红色,分开,98 + 238,A - 左上角数字 1 单点^^^B - 左边数字 1 单点,A - 下面数字 5 单点^^^B - 右下角数字 7 单点,143,305,49 - 0.2,238,B - 左边数字 1 单点,B - 右下角数字 7 单点,143,305,742523,28 - 0.1
,,"非酋","薛明媛/朱贺",,红色,分开,178 + 259、179 + 259,B - 左下角数字 1 单点^^^B - 左上角数字 1 单点,B - 右下角数字 3 单点^^^B - 右上角数字 4 绿条开始,131,310,46 - 0.5,259,B - 左上角数字 1 单点,B - 右上角数字 4 绿条开始,131,310,685373,23 - 0.1
,,"浪漫惊喜","kent王健",,红色,分开,39 + 132、39 + 133,A - 右下角数字 3 单点^^^B - 右上角数字 1 单点,A - 左上角数字 5 绿条结尾、右下角数字 5 绿条结尾^^^B - 右下角数字 5 单点,74,189,36 + 0.2,132、133,B - 右上角数字 1 单点,B - 右下角数字 5 单点,74,189,423325,18 - 0.3
,,"左边","杨丞琳",,红色,分开,145 + 329、145 + 330、145 + 333、146 + 329、146 + 330、146 + 333、147 + 329、147 + 330、147 + 333、148 + 329,A - 左上角数字 9 蓝条开始^^^B - 左下角数字 7 蓝条开始,A - 左上角数字 13 蓝条中间^^^B - 左下角数字 8 蓝条中间,180,386,64 + 0.0,329、330、333,B - 左下角数字 7 蓝条开始,B - 左下角数字 8 蓝条中间,180,386,1013740,33 + 0.0
N,9,"你，有没有过","林俊杰",,红色,分开,497 + 623、497 + 625、497 + 627,B - 左下角数字 5 蓝条开始、右下角数字 5 蓝条开始^^^B - 左下角数字 3 蓝条开始、右下角数字 3 蓝条开始,B - 左上角数字 1 绿条开始^^^B - 左下角数字 8 单点、右下角数字 8 单点,289,716,90 - 0.1,623、625、627,B - 左下角数字 3 蓝条开始、右下角数字 3 蓝条开始,B - 左下角数字 8 单点、右下角数字 8 单点,289,716,1595052,52 - 0.2
L,6,"绿光","孙燕姿",,红色,分开,172 + 248、172 + 250、172 + 251、172 + 253,B - 右下角数字 1 单点^^^B - 左上角数字 4 单点,B - 左边数字 5 绿条中间^^^B - 右上角数字 9 单点、上面数字 9 单点,114,295,60 + 0.4,248、250、251、253,B - 左上角数字 4 单点,B - 右上角数字 9 单点、上面数字 9 单点,114,295,867154,33 - 0.1
M,7,"没有选择","胡彦斌",,,分开,266 + 311,B - 右下角数字 3 单点^^^B - 右上角数字 3 单点,B - 右上角数字 7 绿条开始^^^B - 右下角数字 7 绿条开始,179,375,54 + 0.4,266、311,B - 右下角数字 3 单点,B - 右上角数字 7 绿条开始,179,375,1126356,27 + 0.2
C,6,"丑八怪","薛之谦",,红色,分开,232 + 279,B - 左边数字 6 绿条结尾、右边数字 1 单点^^^B - 左下角数字 1 单点,B - 左上角数字 6 绿条结尾、右上角数字 7 绿条开始^^^B - 右上角数字 6 绿条开始,137,370,53 - 0.2,279,B - 左下角数字 1 单点,B - 右上角数字 6 绿条开始,137,370,812465,27 - 0.3
X,7,"炫舞国度","BOX.COM",,红色,分开,132 + 395,A - 中间数字 1 蓝条开始^^^B - 右下角数字 5 蓝条开始,A - 上面数字 6 单点^^^B - 左下角数字 5 绿条结尾、右上角数字 1 单点,234,499,69 - 0.1,395,B - 右下角数字 5 蓝条开始,B - 左下角数字 5 绿条结尾、右上角数字 1 单点,234,499,1204326,35 - 0.3
W,7,"望","张碧晨/赵丽颖",,红色,分开,295 + 371,B - 左下角数字 6 蓝条结尾、右下角数字 7 单点^^^B - 右下角数字 9 绿条开始,B - 左上角数字 1 蓝条结尾、右上角数字 2 单点^^^B - 左上角数字 4 绿条结尾、右上角数字 12 绿条结尾,153,425,68 + 0.4,295,B - 左下角数字 6 蓝条结尾、右下角数字 7 单点,B - 左上角数字 1 蓝条结尾、右上角数字 2 单点,153,425,974476,35 + 0.1
,,"桃花旗袍","BY2",,红色,分开,119 + 149,B - 左下角数字 4 单点^^^B - 左上角数字 4 蓝条开始,B - 左下角数字 3 单点^^^B - 左下角数字 9 蓝条结尾,97,210,50 - 0.1,149,B - 左上角数字 4 蓝条开始,B - 左下角数字 9 蓝条结尾,97,210,659763,27 - 0.1
L,6,"Love Story","Taylor Swift",,红色,分开,273 + 307、273 + 308,B - 右上角数字 1 蓝条开始^^^B - 左下角数字 6 单点,B - 右上角数字 4 绿条结尾、左上角数字 5 单点^^^B - 左上角数字 3 单点,197,387,65 + 0.4,307、308,B - 左下角数字 6 单点,B - 左上角数字 3 单点,197,387,989698,36 - 0.4
B,8,"Baby","Justin Bieber",,红色,分开,144 + 220、220 + 287,A - 左上角数字 1 单点、右上角数字 1 单点^^^B - 左下角数字 2 蓝条开始,A - 右上角数字 5 单点^^^B - 左上角数字 7 绿条开始,190,351,55 + 0.1,220,B - 左下角数字 2 蓝条开始,B - 左上角数字 7 绿条开始,190,351,924656,28 + 0.3
S,10,"SHIORI","ClariS",,,分开,603 + 661、603 + 662,B - 下面数字 7 绿条中间、右边数字 11 单点^^^B - 中间数字 7 单点,B - 右上角数字 12 蓝条结尾、左上角数字 13 单点^^^B - 右边数字 12 蓝条结尾、左下角数字 1 单点,291,723,93 + 0.4,661、662,B - 中间数字 7 单点,B - 右边数字 12 蓝条结尾、左下角数字 1 单点,291,723,2023554,49 + 0.0
Y,6,"有点甜","汪苏泷 / BY2",,红色,分开,174 + 213,B - 左上角数字 3 单点^^^B - 左下角数字 3 单点,B - 上面数字 5 单点^^^B - 左下角数字 5 单点,117,267,50 + 0.0,174、213,B - 左上角数字 3 单点,B - 上面数字 5 单点,117,267,734526,25 + 0.0
C,10,"chAngE","miwa",,,分开,531 + 844,B - 右上角数字 1 蓝条结尾、左上角数字 2 单点^^^B - 右下角数字 7 单点、左下角数字 7 单点,B - 左上角数字 9 蓝条结尾、右上角数字 10 单点^^^B - 右下角数字 19 蓝条结尾、左下角数字 20 单点,440,891,79 + 0.2,531,B - 右上角数字 1 蓝条结尾、左上角数字 2 单点,B - 左上角数字 9 蓝条结尾、右上角数字 10 单点,440,891,2131762,40 + 0.3
,,"回忆那么伤","孙子涵",,红色,分开,196 + 235、196 + 239、197 + 235、197 + 239、198 + 235、198 + 239、199 + 235、199 + 239、200 + 235、200 + 239,B - 右上角数字 1 单点^^^B - 左上角数字 1 单点,B - 右上角数字 5 单点^^^B - 右上角数字 6 单点,100,266,45 - 0.1,235、239,B - 左上角数字 1 单点,B - 右上角数字 6 单点,100,266,704509,23 + 0.0
Y,9,"YESTERDAY","Block B",,,分开,179 + 286、179 + 453,A - 左上角数字 5 单点^^^B - 左上角数字 5 单点,A - 右上角数字 9 蓝条结尾、左下角数字 10 绿条开始^^^B - 左上角数字 9 蓝条结尾、右下角数字 10 绿条开始,219,523,66 + 0.1,179,A - 左上角数字 5 单点,A - 右上角数字 9 蓝条结尾、左下角数字 10 绿条开始,219,523,1520264,33 + 0.1
,,"不朽之罪","双笙/玄觞",,红色,分开,114 + 149,B - 左上角数字 1 单点^^^B - 右下角数字 1 单点,B - 左边数字 4 单点^^^B - 右边数字 4 单点,67,183,30 + 0.0,114、149,B - 左上角数字 1 单点,B - 左边数字 4 单点,67,183,385916,15 + 0.0
,,"We Don't Talk Anymore","Charlie Puth / Selena Gomez",,红色,分开,112 + 141、112 + 142、112 + 143、112 + 144、113 + 141、113 + 142、113 + 143、113 + 144、114 + 141、114 + 142,B - 右上角数字 1 单点^^^B - 左上角数字 1 单点,B - 右上角数字 6 单点^^^B - 左上角数字 4 单点,63,160,30 - 0.3,141、142、143、144,B - 左上角数字 1 单点,B - 左上角数字 4 单点,63,160,403535,15 - 0.1
L,7,"Long Kiss Good Bye","Halcali",,,分开,130 + 297,A - 左上角数字 2 单点^^^B - 右上角数字 2 单点,A - 左下角数字 3 单点^^^B - 右下角数字 5 单点,196,443,66 - 0.2,130、297,A - 左上角数字 2 单点,A - 左下角数字 3 单点,196,443,1290471,33 - 0.1
,,"稀罕没理由","潘玮柏",,红色,分开,38 + 75,A - 右下角数字 8 单点^^^B - 左边数字 1 单点,A - 左下角数字 8 单点^^^B - 右上角数字 4 绿条开始,70,137,33 - 0.1,38,A - 右下角数字 8 单点,A - 左下角数字 8 单点,70,137,341805,18 - 0.1
G,7,"歌谣","李荣浩",,,分开,234 + 364,B - 左下角数字 1 单点^^^B - 右上角数字 1 单点、左上角数字 1 单点,B - 右下角数字 6 单点^^^B - 左下角数字 7 单点,184,417,49 + 0.4,364,B - 右上角数字 1 单点、左上角数字 1 单点,B - 左下角数字 7 单点,184,417,990354,26 + 0.0
Y,10,"一吻天荒","胡歌",,,分开,210 + 759、212 + 759,A - 右下角数字 6 蓝条开始、下面数字 6 蓝条开始^^^B - 右下角数字 6 蓝条中间,A - 左上角数字 8 蓝条中间、右下角数字 8 蓝条中间^^^B - 右上角数字 6 蓝条结尾、左上角数字 6 绿条结尾,272,809,80 - 0.2,210、212,A - 右下角数字 6 蓝条开始、下面数字 6 蓝条开始,A - 左上角数字 8 蓝条中间、右下角数字 8 蓝条中间,272,809,1581267,40 + 0.0
B,6,"不醉不会","田馥甄",,红色,分开,152 + 251,A - 右上角数字 1 绿条结尾、左上角数字 2 蓝条开始^^^B - 右下角数字 12 单点,A - 右上角数字 11 蓝条结尾、左下角数字 12 绿条开始^^^B - 右上角数字 2 蓝条结尾、左下角数字 3 绿条开始,206,402,56 + 0.4,152,A - 右上角数字 1 绿条结尾、左上角数字 2 蓝条开始,A - 右上角数字 11 蓝条结尾、左下角数字 12 绿条开始,206,402,936556,31 - 0.5
,,"凉凉","杨宗纬/张碧晨",,红色,分开,128 + 238,B - 右下角数字 6 单点^^^B - 右下角数字 1 单点,B - 左下角数字 12 绿条中间^^^B - 右下角数字 12 绿条开始,99,277,34 - 0.2,238,B - 右下角数字 1 单点,B - 右下角数字 12 绿条开始,99,277,503662,17 + 0.3
D,7,"DAY BY DAY","T-ara",,红色,分开,123 + 299,A - 上面数字 4 单点、左上角数字 4 单点^^^B - 左上角数字 4 单点、右上角数字 4 单点,A - 右下角数字 7 蓝条结尾^^^B - 右下角数字 7 蓝条结尾,178,354,66 + 0.2,123、299,A - 上面数字 4 单点、左上角数字 4 单点,A - 右下角数字 7 蓝条结尾,178,354,956289,33 + 0.1
X,8,"小情歌","苏打绿",,红色,分开,124 + 320、124 + 321、124 + 322、124 + 323、124 + 324、124 + 325,A - 右下角数字 6 绿条中间^^^B - 左上角数字 4 单点,A - 左下角数字 12 蓝条结尾^^^B - 右边数字 6 蓝条中间,161,390,68 - 0.3,320、321、322、323、324、325,B - 左上角数字 4 单点,B - 右边数字 6 蓝条中间,161,390,1108952,37 + 0.0
*,10,"ペガサス幻想","MAKE-UP",,,分开,271 + 570、272 + 570,B - 左边数字 1 单点^^^B - 右下角数字 4 单点、左下角数字 4 单点,B - 左上角数字 9 单点^^^B - 右下角数字 3 单点、左下角数字 3 单点,264,629,81 + 0.0,570,B - 右下角数字 4 单点、左下角数字 4 单点,B - 右下角数字 3 单点、左下角数字 3 单点,264,629,1701280,42 + 0.0
N,6,"你的微笑","飞儿乐团",,红色,分开,39 + 339,A - 右下角数字 3 单点^^^B - 右上角数字 5 单点、左上角数字 5 单点,A - 左下角数字 10 蓝条结尾^^^B - 左下角数字 1 单点,224,442,58 - 0.2,339,B - 右上角数字 5 单点、左上角数字 5 单点,B - 左下角数字 1 单点,224,442,992689,29 + 0.1
F,7,"FIVE","Apink",,红色,分开,95 + 183、95 + 184、95 + 185、95 + 186、95 + 187、95 + 195、95 + 196、95 + 197、95 + 198、95 + 199,A - 左下角数字 13 蓝条开始^^^B - 左下角数字 4 单点,A - 左上角数字 1 单点^^^B - 左上角数字 14 蓝条结尾,179,299,50 + 0.0,183、184、185、186、187、195、196、197、198、199,B - 左下角数字 4 单点,B - 左上角数字 14 蓝条结尾,179,299,945659,25 + 0.0
O,6,"OKAY","王嘉尔",,红色,分开,108 + 149、149 + 244、149 + 245、149 + 256,A - 右上角数字 9 蓝条开始^^^B - 左上角数字 1 蓝条开始,A - 左上角数字 12 单点^^^B - 左上角数字 6 单点,136,306,59 + 0.0,149,B - 左上角数字 1 蓝条开始,B - 左上角数字 6 单点,136,306,931411,30 + 0.0
L,7,"Love So Soft","Kelly Clarkson",,,分开,52 + 246、52 + 247、53 + 246、53 + 247、54 + 246、54 + 247,A - 右下角数字 6 单点^^^B - 右上角数字 2 单点,A - 左边数字 1 蓝条中间^^^B - 右下角数字 4 蓝条结尾,244,504,59 - 0.1,52、53、54,A - 右下角数字 6 单点,A - 左边数字 1 蓝条中间,244,504,1213835,32 + 0.0
,,"Trap","Henry",,红色,分开,52 + 153,A - 右上角数字 8 单点^^^B - 左上角数字 8 单点,A - 右上角数字 2 蓝条结尾^^^B - 左上角数字 12 蓝条结尾,109,210,50 + 0.2,153,B - 左上角数字 8 单点,B - 左上角数字 12 蓝条结尾,109,210,567134,25 + 0.1
,,"下个，路口，见","李宇春",,红色,分开,146 + 177、146 + 178、146 + 179、147 + 177、147 + 178、147 + 179,B - 右上角数字 2 单点^^^B - 左上角数字 1 单点,B - 右下角数字 6 单点^^^B - 右上角数字 4 单点,99,199,32 + 0.1,177、178、179,B - 左上角数字 1 单点,B - 右上角数字 4 单点,99,199,442126,16 + 0.1
B,10,"Be My Baby","Wonder Girls",,,分开,196 + 414、196 + 416,A - 右下角数字 7 蓝条开始^^^B - 右上角数字 1 单点、左上角数字 1 单点,A - 左下角数字 10 蓝条结尾、右下角数字 1 绿条开始^^^B - 左下角数字 5 单点,413,656,96 + 0.3,196,A - 右下角数字 7 蓝条开始,A - 左下角数字 10 蓝条结尾、右下角数字 1 绿条开始,413,656,1957381,51 + 0.3
S,7,"Sky","Steerner",,红色,分开,61 + 281、61 + 283、61 + 284、61 + 287,A - 左下角数字 9 蓝条开始^^^B - 右上角数字 2 绿条结尾、下面数字 3 蓝条开始,A - 右下角数字 5 单点^^^B - 右下角数字 2 蓝条中间,138,384,66 + 0.2,281、283、284、287,B - 右上角数字 2 绿条结尾、下面数字 3 蓝条开始,B - 右下角数字 2 蓝条中间,138,384,1150835,34 - 0.5
K,7,"可以了","陈奕迅",,红色,分开,174 + 257、180 + 257、197 + 257、198 + 257、213 + 257,B - 右上角数字 1 单点^^^B - 右下角数字 13 蓝条开始,B - 左下角数字 4 蓝条结尾^^^B - 左上角数字 1 单点、右上角数字 1 单点,155,326,59 + 0.0,257,B - 右下角数字 13 蓝条开始,B - 左上角数字 1 单点、右上角数字 1 单点,155,326,969878,30 + 0.0
X,7,"修炼爱情","林俊杰 ",,红色,分开,300 + 423、302 + 423,B - 左下角数字 2 单点、右下角数字 2 单点^^^B - 右边数字 5 绿条中间,B - 右上角数字 5 绿条结尾、左上角数字 6 单点^^^B - 左下角数字 10 单点,171,527,56 - 0.4,300、302,B - 左下角数字 2 单点、右下角数字 2 单点,B - 右上角数字 5 绿条结尾、左上角数字 6 单点,171,527,1067168,29 + 0.0
Z,7,"专属味道","汪苏泷/林希儿",,红色,分开,133 + 179、133 + 278、133 + 324、179 + 278、179 + 324、278 + 324,A - 右上角数字 1 单点、左上角数字 1 单点^^^A - 右下角数字 1 单点、左下角数字 1 单点,A - 右上角数字 6 单点^^^A - 左下角数字 6 单点,223,414,60 + 0.0,133、179、278、324,A - 右上角数字 1 单点、左上角数字 1 单点,A - 右上角数字 6 单点,223,414,1111123,30 + 0.0
,,"无限大","孙燕姿",,红色,分开,232 + 270、232 + 271、232 + 272,B - 左下角数字 1 单点^^^B - 左上角数字 1 单点,B - 右下角数字 5 绿条开始^^^B - 右上角数字 4 单点,198,306,49 + 0.3,270、271、272,B - 左上角数字 1 单点,B - 右上角数字 4 单点,198,306,848653,25 + 0.0
Z,7,"再遇不到你这样的人","庄心妍",,红色,分开,109 + 324、109 + 345,A - 右上角数字 1 单点^^^B - 左下角数字 2 绿条中间、右下角数字 3 单点,A - 左下角数字 6 单点^^^B - 上面数字 3 蓝条结尾、右上角数字 4 单点,207,450,58 - 0.4,109、324、345,A - 右上角数字 1 单点,A - 左下角数字 6 单点,207,450,1020424,29 - 0.2
A,8,"爱投罗网","罗志祥",,红色,分开,115 + 363,A - 右上角数字 7 单点、左上角数字 7 单点^^^B - 右上角数字 7 单点、左上角数字 7 单点,A - 左下角数字 1 单点^^^B - 左下角数字 1 单点,209,488,85 - 0.2,115、363,A - 右上角数字 7 单点、左上角数字 7 单点,A - 左下角数字 1 单点,209,488,1378467,42 + 0.4
W,10,"Wake up!","AAA",20、50,,分开,306 + 593、307 + 593、593 + 690、593 + 691,B - 右上角数字 11 蓝条中间^^^B - 右上角数字 1 绿条结尾、左边数字 2 蓝条开始,B - 下面数字 4 蓝条结尾、左下角数字 5 单点^^^B - 下面数字 8 蓝条结尾、右下角数字 9 单点,272,755,86 + 0.0,593,B - 右上角数字 1 绿条结尾、左边数字 2 蓝条开始,B - 下面数字 8 蓝条结尾、右下角数字 9 单点,272,755,2063145,43 + 0.4
H,9,"好想大声说喜欢你","BAAD",,,分开,151 + 407,A - 左上角数字 2 单点^^^B - 右上角数字 2 单点,A - 左上角数字 7 单点、右上角数字 7 单点^^^B - 左上角数字 7 单点、右上角数字 7 单点,256,608,71 + 0.2,151、407,A - 左上角数字 2 单点,A - 左上角数字 7 单点、右上角数字 7 单点,256,608,1426096,36 - 0.4
